"Newfoundland and Labrador","Prince Edward Island","Nova Scotia","New Brunswick","Quebec","Ontario","Manitoba","Saskatchewan","Alberta","British Columbia"
58364,54983,53732,52608,53969,66855,60624,65117,72957,71001
