ref_date,gender,empl,emplFull,emplPart,emplRate,labForce,participRate,population,unempl,unemplRate
1998-09,Women+,6493.7,4621.5,1872.2,54.1,7048.7,58.7,11998.4,555.0,7.9
1998-10,Men+,7642.3,6849.7,792.6,66.0,8347.7,72.1,11583.6,705.4,8.5
1998-10,Total - Gender,14159.4,11508.7,2650.7,60.0,15392.5,65.2,23592.3,1233.1,8.0
1998-10,Women+,6517.1,4659.0,1858.1,54.3,7044.8,58.7,12008.7,527.7,7.5
1998-11,Men+,7666.5,6870.5,796.0,66.1,8374.5,72.2,11593.1,708.0,8.5
1998-11,Total - Gender,14198.9,11524.9,2674.1,60.1,15439.1,65.4,23611.5,1240.2,8.0
1998-11,Women+,6532.4,4654.4,1878.1,54.4,7064.7,58.8,12018.5,532.2,7.5
1998-12,Men+,7664.2,6870.0,794.3,66.1,8373.9,72.2,11601.9,709.7,8.5
1998-12,Total - Gender,14200.0,11498.9,2701.1,60.1,15459.0,65.4,23629.5,1259.0,8.1
1998-12,Women+,6535.8,4628.9,1906.9,54.3,7085.0,58.9,12027.6,549.3,7.8
1999-01,Men+,7711.7,6915.6,796.1,66.4,8394.4,72.3,11612.4,682.6,8.1
1999-01,Total - Gender,14273.3,11592.2,2681.2,60.3,15499.4,65.5,23650.9,1226.0,7.9
1999-01,Women+,6561.6,4676.5,1885.1,54.5,7105.0,59.0,12038.4,543.4,7.6
1999-02,Men+,7708.4,6904.0,804.4,66.3,8392.8,72.2,11623.0,684.4,8.2
1999-02,Total - Gender,14263.3,11612.2,2651.0,60.3,15486.6,65.4,23672.2,1223.3,7.9
1999-02,Women+,6554.9,4708.2,1846.7,54.4,7093.8,58.9,12049.2,539.0,7.6
1999-03,Men+,7725.5,6921.8,803.7,66.4,8406.1,72.3,11633.5,680.6,8.1
1999-03,Total - Gender,14278.7,11643.7,2635.0,60.3,15497.7,65.4,23693.5,1219.0,7.9
1999-03,Women+,6553.2,4721.9,1831.3,54.3,7091.7,58.8,12060.0,538.5,7.6
1999-04,Men+,7752.4,6954.7,797.7,66.6,8456.0,72.6,11644.8,703.6,8.3
1999-04,Total - Gender,14316.6,11693.4,2623.2,60.4,15592.5,65.7,23716.0,1275.9,8.2
1999-04,Women+,6564.2,4738.7,1825.4,54.4,7136.4,59.1,12071.2,572.3,8.0
1999-05,Men+,7767.7,6972.1,795.6,66.6,8449.4,72.5,11656.7,681.7,8.1
1999-05,Total - Gender,14352.7,11731.6,2621.1,60.5,15591.5,65.7,23739.9,1238.8,7.9
1999-05,Women+,6585.0,4759.5,1825.5,54.5,7142.1,59.1,12083.2,557.1,7.8
1999-06,Men+,7774.7,6976.7,798.0,66.6,8428.5,72.2,11671.6,653.8,7.8
1999-06,Total - Gender,14373.0,11721.4,2651.5,60.5,15553.3,65.4,23769.7,1180.3,7.6
1999-06,Women+,6598.2,4744.7,1853.6,54.5,7124.8,58.9,12098.1,526.6,7.4
1999-07,Men+,7796.9,6972.3,824.6,66.7,8453.6,72.4,11683.5,656.7,7.8
1999-07,Total - Gender,14430.9,11754.3,2676.5,60.7,15610.2,65.6,23792.9,1179.3,7.6
1999-07,Women+,6633.9,4782.0,1851.9,54.8,7156.5,59.1,12109.3,522.6,7.3
1999-08,Men+,7797.2,6985.7,811.4,66.7,8455.8,72.3,11697.9,658.6,7.8
1999-08,Total - Gender,14451.8,11769.0,2682.8,60.7,15610.6,65.5,23820.6,1158.9,7.4
1999-08,Women+,6654.6,4783.3,1871.4,54.9,7154.8,59.0,12122.6,500.2,7.0
1999-09,Men+,7825.2,7012.8,812.4,66.8,8498.9,72.6,11710.4,673.7,7.9
1999-09,Total - Gender,14474.6,11816.2,2658.4,60.7,15645.9,65.6,23844.8,1171.3,7.5
1999-09,Women+,6649.4,4803.4,1846.0,54.8,7147.0,58.9,12134.4,497.6,7.0
1999-10,Men+,7860.2,7056.7,803.5,67.0,8497.7,72.5,11723.1,637.5,7.5
1999-10,Total - Gender,14514.7,11864.4,2650.2,60.8,15640.3,65.5,23869.2,1125.6,7.2
1999-10,Women+,6654.5,4807.7,1846.7,54.8,7142.6,58.8,12146.0,488.2,6.8
1999-11,Men+,7887.0,7081.2,805.8,67.2,8497.8,72.4,11735.5,610.9,7.2
1999-11,Total - Gender,14549.4,11923.4,2626.0,60.9,15633.5,65.4,23892.8,1084.1,6.9
1999-11,Women+,6662.4,4842.2,1820.2,54.8,7135.7,58.7,12157.3,473.3,6.6
1999-12,Men+,7933.6,7118.6,815.0,67.5,8524.8,72.6,11747.3,591.2,6.9
1999-12,Total - Gender,14611.3,11978.4,2632.9,61.1,15671.1,65.5,23915.0,1059.8,6.8
1999-12,Women+,6677.7,4859.9,1817.8,54.9,7146.3,58.7,12167.7,468.6,6.6
2000-01,Men+,7934.7,7129.4,805.3,67.5,8532.6,72.6,11759.3,598.0,7.0
2000-01,Total - Gender,14652.7,12006.9,2645.9,61.2,15720.8,65.7,23937.8,1068.1,6.8
2000-01,Women+,6718.1,4877.5,1840.6,55.2,7188.2,59.0,12178.5,470.1,6.5
2000-02,Men+,7935.0,7141.0,794.0,67.4,8526.5,72.4,11772.9,591.5,6.9
2000-02,Total - Gender,14672.2,12027.3,2645.0,61.2,15753.3,65.7,23963.5,1081.1,6.9
2000-02,Women+,6737.2,4886.2,1851.0,55.3,7226.8,59.3,12190.6,489.6,6.8
2000-03,Men+,7953.5,7145.1,808.5,67.5,8542.4,72.5,11786.4,588.9,6.9
2000-03,Total - Gender,14697.5,12061.5,2636.0,61.3,15779.8,65.8,23988.6,1082.3,6.9
2000-03,Women+,6744.0,4916.5,1827.5,55.3,7237.4,59.3,12202.2,493.4,6.8
2000-04,Men+,7969.6,7120.4,849.2,67.5,8557.8,72.5,11800.2,588.3,6.9
2000-04,Total - Gender,14722.7,12034.4,2688.2,61.3,15787.2,65.7,24014.6,1064.5,6.7
2000-04,Women+,6753.1,4914.1,1839.0,55.3,7229.3,59.2,12214.4,476.2,6.6
2000-05,Men+,7956.9,7135.5,821.4,67.3,8536.6,72.2,11818.1,579.7,6.8
2000-05,Total - Gender,14736.4,12076.6,2659.8,61.3,15783.8,65.6,24048.5,1047.5,6.6
2000-05,Women+,6779.5,4941.1,1838.4,55.4,7247.2,59.3,12230.3,467.7,6.5
2000-06,Men+,7940.5,7128.9,811.6,67.1,8539.4,72.2,11832.8,598.9,7.0
2000-06,Total - Gender,14746.8,12074.9,2671.9,61.3,15807.8,65.7,24076.3,1061.0,6.7
2000-06,Women+,6806.4,4946.0,1860.3,55.6,7268.5,59.4,12243.5,462.1,6.4
2000-07,Men+,7961.4,7137.1,824.3,67.2,8540.8,72.1,11846.6,579.4,6.8
2000-07,Total - Gender,14750.4,12079.5,2670.9,61.2,15818.5,65.6,24102.5,1068.0,6.8
2000-07,Women+,6789.1,4942.4,1846.6,55.4,7277.7,59.4,12255.9,488.6,6.7
2000-08,Men+,7963.3,7127.6,835.7,67.1,8576.8,72.3,11863.7,613.5,7.2
2000-08,Total - Gender,14770.3,12082.3,2688.0,61.2,15883.5,65.8,24134.6,1113.1,7.0
2000-08,Women+,6807.1,4954.7,1852.3,55.5,7306.6,59.5,12271.0,499.6,6.8
2000-09,Men+,7987.5,7148.2,839.3,67.2,8592.2,72.3,11878.1,604.7,7.0
2000-09,Total - Gender,14812.2,12081.8,2730.4,61.3,15916.3,65.9,24162.1,1104.1,6.9
2000-09,Women+,6824.7,4933.6,1891.1,55.6,7324.0,59.6,12284.0,499.3,6.8
2000-10,Men+,7997.6,7170.1,827.4,67.2,8601.7,72.3,11892.7,604.2,7.0
2000-10,Total - Gender,14835.3,12138.8,2696.5,61.3,15955.7,66.0,24189.6,1120.4,7.0
2000-10,Women+,6837.7,4968.7,1869.1,55.6,7354.0,59.8,12296.9,516.2,7.0
2000-11,Men+,8014.8,7185.3,829.5,67.3,8628.1,72.5,11907.0,613.3,7.1
2000-11,Total - Gender,14871.4,12203.6,2667.8,61.4,15982.1,66.0,24216.4,1110.7,6.9
2000-11,Women+,6856.6,5018.3,1838.3,55.7,7354.0,59.7,12309.5,497.4,6.8
2000-12,Men+,8057.8,7207.7,850.1,67.6,8651.9,72.6,11920.6,594.1,6.9
2000-12,Total - Gender,14920.0,12219.9,2700.1,61.5,16003.2,66.0,24241.9,1083.2,6.8
2000-12,Women+,6862.1,5012.2,1850.0,55.7,7351.3,59.7,12321.3,489.2,6.7
2001-01,Men+,8026.8,7196.6,830.2,67.3,8628.1,72.4,11924.2,601.3,7.0
2001-01,Total - Gender,14894.4,12196.3,2698.0,61.4,15994.5,65.9,24255.3,1100.1,6.9
2001-01,Women+,6867.6,4999.7,1867.8,55.7,7366.4,59.7,12331.1,498.8,6.8
2001-02,Men+,8022.0,7186.4,835.6,67.2,8648.3,72.4,11937.5,626.3,7.2
2001-02,Total - Gender,14883.9,12202.3,2681.5,61.3,16004.4,65.9,24280.4,1120.5,7.0
2001-02,Women+,6861.9,5015.9,1846.0,55.6,7356.1,59.6,12342.9,494.2,6.7
2001-03,Men+,8005.0,7176.5,828.5,67.0,8655.3,72.4,11952.2,650.3,7.5
2001-03,Total - Gender,14888.7,12202.6,2686.1,61.2,16033.2,66.0,24308.1,1144.6,7.1
2001-03,Women+,6883.7,5026.2,1857.6,55.7,7378.0,59.7,12356.0,494.3,6.7
2001-04,Men+,8028.0,7177.5,850.5,67.1,8674.1,72.5,11971.3,646.2,7.4
2001-04,Total - Gender,14922.3,12221.1,2701.2,61.3,16066.9,66.0,24344.9,1144.7,7.1
2001-04,Women+,6894.3,5043.6,1850.7,55.7,7392.8,59.7,12373.5,498.5,6.7
2001-05,Men+,8024.8,7176.3,848.4,66.9,8665.6,72.3,11987.2,640.9,7.4
2001-05,Total - Gender,14946.2,12219.5,2726.7,61.3,16076.9,66.0,24375.1,1130.6,7.0
2001-05,Women+,6921.5,5043.2,1878.3,55.9,7411.2,59.8,12388.0,489.8,6.6
2001-06,Men+,8026.9,7171.7,855.2,66.9,8684.1,72.3,12003.4,657.2,7.6
2001-06,Total - Gender,14922.5,12218.3,2704.2,61.1,16085.1,65.9,24406.3,1162.6,7.2
2001-06,Women+,6895.6,5046.6,1849.0,55.6,7401.0,59.7,12402.9,505.4,6.8
2001-07,Men+,8033.9,7185.9,848.0,66.8,8665.0,72.1,12021.5,631.1,7.3
2001-07,Total - Gender,14946.3,12187.2,2759.1,61.1,16083.9,65.8,24442.1,1137.7,7.1
2001-07,Women+,6912.4,5001.3,1911.1,55.7,7419.0,59.7,12420.6,506.6,6.8
2001-08,Men+,8038.0,7198.4,839.6,66.8,8688.2,72.2,12036.0,650.2,7.5
2001-08,Total - Gender,14948.5,12262.6,2685.9,61.1,16112.4,65.8,24470.7,1163.9,7.2
2001-08,Women+,6910.5,5064.2,1846.3,55.6,7424.3,59.7,12434.7,513.8,6.9
2001-09,Men+,8040.1,7182.1,858.0,66.7,8682.9,72.1,12050.2,642.8,7.4
2001-09,Total - Gender,14972.8,12273.0,2699.8,61.1,16131.5,65.8,24498.4,1158.7,7.2
2001-09,Women+,6932.7,5090.9,1841.8,55.7,7448.6,59.8,12448.3,516.0,6.9
2001-10,Men+,8040.6,7187.5,853.0,66.7,8708.0,72.2,12063.5,667.4,7.7
2001-10,Total - Gender,14976.9,12274.0,2702.9,61.1,16159.8,65.9,24525.1,1182.9,7.3
2001-10,Women+,6936.3,5086.5,1849.8,55.7,7451.8,59.8,12461.6,515.5,6.9
2001-11,Men+,8025.6,7181.4,844.2,66.5,8715.2,72.2,12076.5,689.6,7.9
2001-11,Total - Gender,14990.3,12240.7,2749.6,61.1,16199.7,66.0,24550.9,1209.4,7.5
2001-11,Women+,6964.7,5059.3,1905.4,55.8,7484.5,60.0,12474.3,519.8,6.9
2001-12,Men+,8001.1,7140.1,861.0,66.2,8765.2,72.5,12088.9,764.0,8.7
2001-12,Total - Gender,14965.6,12199.9,2765.7,60.9,16276.1,66.2,24575.0,1310.4,8.1
2001-12,Women+,6964.5,5059.8,1904.7,55.8,7510.9,60.2,12486.1,546.4,7.3
2002-01,Men+,8013.7,7137.6,876.1,66.2,8789.2,72.6,12105.7,775.5,8.8
2002-01,Total - Gender,15019.4,12223.1,2796.3,61.0,16327.4,66.3,24608.4,1307.9,8.0
2002-01,Women+,7005.7,5085.5,1920.3,56.0,7538.2,60.3,12502.7,532.5,7.1
2002-02,Men+,8054.7,7176.2,878.5,66.5,8808.2,72.7,12118.5,753.5,8.6
2002-02,Total - Gender,15042.3,12262.0,2780.3,61.1,16338.5,66.3,24634.0,1296.2,7.9
2002-02,Women+,6987.6,5085.8,1901.9,55.8,7530.3,60.2,12515.4,542.7,7.2
2002-03,Men+,8100.9,7232.5,868.4,66.8,8839.8,72.9,12133.0,738.9,8.4
2002-03,Total - Gender,15120.5,12308.2,2812.4,61.3,16412.2,66.5,24662.4,1291.7,7.9
2002-03,Women+,7019.6,5075.6,1944.0,56.0,7572.4,60.4,12529.5,552.8,7.3
2002-04,Men+,8120.9,7247.4,873.5,66.8,8837.1,72.7,12151.5,716.2,8.1
2002-04,Total - Gender,15167.8,12331.3,2836.5,61.4,16432.5,66.5,24699.4,1264.8,7.7
2002-04,Women+,7046.9,5083.9,1963.0,56.2,7595.4,60.5,12547.9,548.6,7.2
2002-05,Men+,8157.1,7273.0,884.0,67.0,8886.1,73.0,12166.9,729.0,8.2
2002-05,Total - Gender,15222.2,12382.3,2839.9,61.6,16503.6,66.7,24729.8,1281.3,7.8
2002-05,Women+,7065.2,5109.3,1955.9,56.2,7617.5,60.6,12562.9,552.3,7.3
2002-06,Men+,8190.5,7305.5,885.0,67.2,8891.3,73.0,12182.6,700.8,7.9
2002-06,Total - Gender,15284.3,12438.4,2845.9,61.7,16543.3,66.8,24761.0,1259.0,7.6
2002-06,Women+,7093.8,5132.9,1960.9,56.4,7652.0,60.8,12578.3,558.3,7.3
2002-07,Men+,8202.6,7320.7,881.9,67.2,8914.7,73.1,12199.7,712.2,8.0
2002-07,Total - Gender,15324.2,12491.8,2832.4,61.8,16592.8,66.9,24795.8,1268.6,7.6
2002-07,Women+,7121.6,5171.1,1950.5,56.5,7678.0,61.0,12596.1,556.4,7.2
2002-08,Men+,8231.9,7320.8,911.0,67.4,8928.0,73.1,12211.1,696.1,7.8
2002-08,Total - Gender,15406.9,12516.6,2890.3,62.1,16641.8,67.1,24818.6,1235.0,7.4
2002-08,Women+,7175.0,5195.7,1979.3,56.9,7713.9,61.2,12607.5,538.8,7.0
2002-09,Men+,8225.6,7315.8,909.8,67.3,8937.7,73.1,12224.5,712.1,8.0
2002-09,Total - Gender,15405.2,12504.8,2900.4,62.0,16665.1,67.1,24845.8,1259.9,7.6
2002-09,Women+,7179.6,5189.0,1990.7,56.9,7727.4,61.2,12621.3,547.8,7.1
2002-10,Men+,8220.9,7301.9,919.0,67.2,8938.3,73.1,12235.5,717.4,8.0
2002-10,Total - Gender,15419.1,12471.6,2947.5,62.0,16686.5,67.1,24868.1,1267.4,7.6
2002-10,Women+,7198.2,5169.7,2028.5,57.0,7748.2,61.3,12632.6,550.0,7.1
2002-11,Men+,8254.3,7329.4,924.9,67.4,8962.9,73.2,12246.3,708.6,7.9
2002-11,Total - Gender,15467.2,12537.9,2929.3,62.1,16723.4,67.2,24889.7,1256.2,7.5
2002-11,Women+,7212.9,5208.5,2004.4,57.0,7760.5,61.4,12643.4,547.6,7.1
2002-12,Men+,8283.2,7364.7,918.5,67.6,9004.5,73.5,12256.3,721.3,8.0
2002-12,Total - Gender,15524.7,12576.1,2948.6,62.3,16792.7,67.4,24909.8,1268.0,7.6
2002-12,Women+,7241.5,5211.4,2030.1,57.2,7788.2,61.5,12653.5,546.7,7.0
2003-01,Men+,8298.2,7378.7,919.5,67.6,8998.4,73.3,12267.9,700.2,7.8
2003-01,Total - Gender,15544.2,12600.9,2943.3,62.3,16797.0,67.4,24932.7,1252.8,7.5
2003-01,Women+,7246.0,5222.2,2023.8,57.2,7798.5,61.6,12664.8,552.5,7.1
2003-02,Men+,8323.6,7402.4,921.3,67.8,9034.8,73.6,12278.5,711.2,7.9
2003-02,Total - Gender,15601.6,12633.2,2968.4,62.5,16859.0,67.6,24953.8,1257.5,7.5
2003-02,Women+,7278.0,5230.8,2047.1,57.4,7824.2,61.7,12675.3,546.2,7.0
2003-03,Men+,8323.2,7416.0,907.1,67.7,9013.5,73.3,12290.9,690.3,7.7
2003-03,Total - Gender,15609.7,12655.6,2954.0,62.5,16852.4,67.5,24978.6,1242.7,7.4
2003-03,Women+,7286.5,5239.6,2046.9,57.4,7838.9,61.8,12687.7,552.4,7.0
2003-04,Men+,8332.9,7424.8,908.1,67.7,9036.6,73.4,12306.5,703.7,7.8
2003-04,Total - Gender,15593.2,12661.8,2931.4,62.3,16876.8,67.5,25009.7,1283.6,7.6
2003-04,Women+,7260.3,5237.0,2023.3,57.2,7840.2,61.7,12703.3,579.9,7.4
2003-05,Men+,8305.4,7414.6,890.8,67.4,9045.5,73.4,12319.1,740.1,8.2
2003-05,Total - Gender,15574.8,12646.7,2928.0,62.2,16899.5,67.5,25035.1,1324.7,7.8
2003-05,Women+,7269.4,5232.1,2037.3,57.2,7854.0,61.8,12716.0,584.6,7.4
2003-06,Men+,8324.9,7390.9,934.0,67.5,9048.2,73.3,12335.8,723.3,8.0
2003-06,Total - Gender,15627.1,12649.6,2977.5,62.3,16912.6,67.5,25068.7,1285.5,7.6
2003-06,Women+,7302.2,5258.7,2043.5,57.3,7864.4,61.8,12732.9,562.2,7.1
2003-07,Men+,8329.6,7408.1,921.5,67.5,9073.0,73.5,12348.8,743.4,8.2
2003-07,Total - Gender,15648.4,12696.1,2952.3,62.4,16954.4,67.6,25095.9,1306.1,7.7
2003-07,Women+,7318.8,5288.0,2030.8,57.4,7881.5,61.8,12747.1,562.7,7.1
2003-08,Men+,8311.0,7390.4,920.6,67.2,9070.3,73.4,12361.6,759.3,8.4
2003-08,Total - Gender,15638.9,12653.6,2985.3,62.3,16967.3,67.5,25121.7,1328.4,7.8
2003-08,Women+,7327.9,5263.2,2064.7,57.4,7897.0,61.9,12760.2,569.1,7.2
2003-09,Men+,8343.9,7397.2,946.7,67.4,9085.2,73.4,12377.3,741.3,8.2
2003-09,Total - Gender,15674.7,12655.2,3019.6,62.3,17010.1,67.6,25154.0,1335.4,7.9
2003-09,Women+,7330.8,5258.0,2072.9,57.4,7924.9,62.0,12776.7,594.1,7.5
2003-10,Men+,8359.6,7393.9,965.7,67.5,9090.1,73.4,12389.7,730.5,8.0
2003-10,Total - Gender,15729.5,12759.5,2970.0,62.5,17019.1,67.6,25179.6,1289.6,7.6
2003-10,Women+,7370.0,5365.6,2004.4,57.6,7929.0,62.0,12789.9,559.1,7.1
2003-11,Men+,8395.7,7461.1,934.6,67.7,9106.9,73.4,12401.6,711.2,7.8
2003-11,Total - Gender,15778.5,12790.8,2987.7,62.6,17045.5,67.6,25203.7,1267.0,7.4
2003-11,Women+,7382.8,5329.8,2053.1,57.7,7938.6,62.0,12802.1,555.8,7.0
2003-12,Men+,8397.5,7468.0,929.5,67.7,9098.4,73.3,12412.4,700.9,7.7
2003-12,Total - Gender,15821.1,12826.7,2994.5,62.7,17074.4,67.7,25225.6,1253.3,7.3
2003-12,Women+,7423.6,5358.6,2065.0,57.9,7976.1,62.2,12813.2,552.4,6.9
2004-01,Men+,8416.2,7480.8,935.4,67.7,9111.3,73.3,12424.3,695.1,7.6
2004-01,Total - Gender,15819.7,12864.0,2955.7,62.7,17069.9,67.6,25250.0,1250.2,7.3
2004-01,Women+,7403.5,5383.2,2020.3,57.7,7958.6,62.1,12825.7,555.1,7.0
2004-02,Men+,8400.4,7495.1,905.2,67.5,9102.0,73.2,12437.2,701.6,7.7
2004-02,Total - Gender,15826.9,12890.3,2936.7,62.6,17075.4,67.6,25276.5,1248.5,7.3
2004-02,Women+,7426.6,5395.1,2031.4,57.8,7973.4,62.1,12839.3,546.9,6.9
2004-03,Men+,8414.4,7489.9,924.4,67.6,9120.7,73.3,12450.2,706.4,7.7
2004-03,Total - Gender,15836.3,12928.0,2908.3,62.6,17087.2,67.5,25302.8,1250.9,7.3
2004-03,Women+,7421.9,5438.1,1983.8,57.7,7966.5,62.0,12852.7,544.6,6.8
2004-04,Men+,8446.3,7528.5,917.8,67.8,9132.4,73.3,12463.4,686.1,7.5
2004-04,Total - Gender,15882.7,12967.4,2915.3,62.7,17113.6,67.6,25330.1,1230.9,7.2
2004-04,Women+,7436.4,5438.9,1997.5,57.8,7981.2,62.0,12866.7,544.8,6.8
2004-05,Men+,8438.2,7500.4,937.8,67.6,9119.7,73.1,12477.5,681.5,7.5
2004-05,Total - Gender,15900.9,12964.3,2936.7,62.7,17108.6,67.5,25358.7,1207.7,7.1
2004-05,Women+,7462.8,5463.9,1998.9,57.9,7988.9,62.0,12881.1,526.2,6.6
2004-06,Men+,8446.0,7540.3,905.7,67.6,9138.4,73.1,12495.6,692.5,7.6
2004-06,Total - Gender,15923.9,12985.8,2938.2,62.7,17164.0,67.6,25395.6,1240.1,7.2
2004-06,Women+,7478.0,5445.5,2032.5,58.0,8025.6,62.2,12900.0,547.6,6.8
2004-07,Men+,8474.7,7553.1,921.7,67.7,9137.6,73.0,12510.1,662.9,7.3
2004-07,Total - Gender,15937.6,12958.2,2979.4,62.7,17148.3,67.4,25425.1,1210.7,7.1
2004-07,Women+,7462.9,5405.1,2057.7,57.8,8010.7,62.0,12915.0,547.9,6.8
2004-08,Men+,8491.6,7563.3,928.3,67.8,9141.8,73.0,12527.5,650.3,7.1
2004-08,Total - Gender,15945.4,12978.8,2966.6,62.6,17146.8,67.3,25459.9,1201.4,7.0
2004-08,Women+,7453.8,5415.6,2038.3,57.6,8005.0,61.9,12932.5,551.2,6.9
2004-09,Men+,8505.0,7589.0,916.0,67.8,9164.9,73.1,12540.8,659.9,7.2
2004-09,Total - Gender,15978.9,13033.0,2945.8,62.7,17170.7,67.4,25487.3,1191.8,6.9
2004-09,Women+,7473.9,5444.0,2029.9,57.7,8005.8,61.8,12946.6,531.9,6.6
2004-10,Men+,8524.2,7609.7,914.5,67.9,9187.4,73.2,12553.7,663.3,7.2
2004-10,Total - Gender,15989.6,13036.3,2953.3,62.7,17203.4,67.4,25513.4,1213.8,7.1
2004-10,Women+,7465.4,5426.6,2038.8,57.6,8015.9,61.9,12959.7,550.5,6.9
2004-11,Men+,8524.6,7598.9,925.7,67.8,9196.7,73.2,12565.3,672.1,7.3
2004-11,Total - Gender,16008.3,13026.9,2981.4,62.7,17249.1,67.5,25537.2,1240.8,7.2
2004-11,Women+,7483.7,5428.0,2055.7,57.7,8052.4,62.1,12971.9,568.6,7.1
2004-12,Men+,8527.2,7595.5,931.6,67.8,9213.6,73.3,12576.8,686.5,7.5
2004-12,Total - Gender,16022.8,13039.9,2982.9,62.7,17252.0,67.5,25560.2,1229.2,7.1
2004-12,Women+,7495.6,5444.3,2051.3,57.7,8038.3,61.9,12983.5,542.7,6.8
2005-01,Men+,8531.5,7633.5,898.0,67.8,9195.4,73.0,12589.3,663.9,7.2
2005-01,Total - Gender,16034.0,13066.5,2967.5,62.7,17226.1,67.3,25585.5,1192.1,6.9
2005-01,Women+,7502.5,5433.0,2069.5,57.7,8030.7,61.8,12996.2,528.2,6.6
2005-02,Men+,8530.5,7608.4,922.1,67.7,9200.5,73.0,12603.1,670.0,7.3
2005-02,Total - Gender,16047.1,13080.2,2966.9,62.7,17254.4,67.4,25613.5,1207.3,7.0
2005-02,Women+,7516.6,5471.9,2044.8,57.8,8053.9,61.9,13010.4,537.3,6.7
2005-03,Men+,8538.0,7604.0,934.0,67.7,9199.3,72.9,12616.6,661.3,7.2
2005-03,Total - Gender,16046.5,13072.6,2973.8,62.6,17230.8,67.2,25640.9,1184.3,6.9
2005-03,Women+,7508.4,5468.6,2039.8,57.6,8031.4,61.7,13024.3,523.0,6.5
2005-04,Men+,8530.3,7606.3,924.0,67.5,9187.0,72.7,12630.4,656.7,7.1
2005-04,Total - Gender,16072.3,13107.6,2964.6,62.6,17233.3,67.1,25668.9,1161.0,6.7
2005-04,Women+,7542.0,5501.3,2040.7,57.8,8046.3,61.7,13038.5,504.3,6.3
2005-05,Men+,8555.0,7599.0,956.0,67.6,9223.6,72.9,12649.1,668.6,7.2
2005-05,Total - Gender,16076.7,13083.1,2993.5,62.5,17285.1,67.2,25706.5,1208.4,7.0
2005-05,Women+,7521.7,5484.2,2037.5,57.6,8061.4,61.7,13057.4,539.8,6.7
2005-06,Men+,8566.2,7637.6,928.6,67.6,9218.2,72.8,12664.9,652.0,7.1
2005-06,Total - Gender,16101.8,13156.4,2945.4,62.6,17277.7,67.1,25738.6,1175.9,6.8
2005-06,Women+,7535.6,5518.8,2016.8,57.6,8059.5,61.6,13073.7,523.9,6.5
2005-07,Men+,8588.4,7655.9,932.5,67.7,9250.2,72.9,12680.9,661.8,7.2
2005-07,Total - Gender,16142.2,13171.7,2970.5,62.6,17300.7,67.1,25771.7,1158.5,6.7
2005-07,Women+,7553.8,5515.7,2038.0,57.7,8050.4,61.5,13090.7,496.7,6.2
2005-08,Men+,8610.1,7681.4,928.6,67.8,9260.4,72.9,12700.1,650.4,7.0
2005-08,Total - Gender,16186.6,13211.6,2975.0,62.7,17349.0,67.2,25810.4,1162.4,6.7
2005-08,Women+,7576.6,5530.2,2046.4,57.8,8088.6,61.7,13110.3,512.0,6.3
2005-09,Men+,8606.8,7656.4,950.4,67.7,9239.7,72.7,12714.5,632.9,6.8
2005-09,Total - Gender,16172.2,13216.5,2955.7,62.6,17331.9,67.1,25839.5,1159.7,6.7
2005-09,Women+,7565.4,5560.1,2005.3,57.6,8092.2,61.7,13125.0,526.8,6.5
2005-10,Men+,8633.8,7667.2,966.6,67.8,9254.4,72.7,12728.5,620.7,6.7
2005-10,Total - Gender,16211.7,13197.3,3014.5,62.7,17372.5,67.2,25867.3,1160.8,6.7
2005-10,Women+,7578.0,5530.1,2047.8,57.7,8118.1,61.8,13138.8,540.1,6.7
2005-11,Men+,8629.1,7682.6,946.5,67.7,9240.1,72.5,12741.7,611.0,6.6
2005-11,Total - Gender,16241.2,13255.2,2986.0,62.7,17338.1,67.0,25894.4,1096.9,6.3
2005-11,Women+,7612.1,5572.6,2039.6,57.9,8098.1,61.6,13152.7,485.9,6.0
2005-12,Men+,8640.8,7692.1,948.8,67.7,9252.9,72.5,12754.0,612.1,6.6
2005-12,Total - Gender,16232.3,13277.2,2955.1,62.6,17373.6,67.0,25918.9,1141.3,6.6
2005-12,Women+,7591.5,5585.1,2006.4,57.7,8120.7,61.7,13164.9,529.3,6.5
2006-01,Men+,8625.6,7664.4,961.2,67.5,9273.1,72.6,12771.2,647.5,7.0
2006-01,Total - Gender,16261.0,13283.9,2977.1,62.7,17436.6,67.2,25953.3,1175.6,6.7
2006-01,Women+,7635.4,5619.6,2015.8,57.9,8163.5,61.9,13182.1,528.1,6.5
2006-02,Men+,8662.4,7679.6,982.8,67.8,9290.3,72.7,12784.1,627.8,6.8
2006-02,Total - Gender,16292.2,13284.4,3007.8,62.7,17439.1,67.1,25978.8,1146.9,6.6
2006-02,Women+,7629.8,5604.8,2025.0,57.8,8148.8,61.8,13194.7,519.0,6.4
2006-03,Men+,8694.3,7717.2,977.1,67.9,9309.1,72.7,12798.1,614.9,6.6
2006-03,Total - Gender,16347.3,13337.7,3009.6,62.9,17479.8,67.2,26007.0,1132.5,6.5
2006-03,Women+,7653.0,5620.5,2032.5,57.9,8170.6,61.9,13209.0,517.6,6.3
2006-04,Men+,8701.4,7738.7,962.7,67.9,9309.8,72.7,12812.7,608.4,6.5
2006-04,Total - Gender,16383.5,13399.6,2984.0,62.9,17516.9,67.3,26036.5,1133.4,6.5
