ref_date,gender,empl,emplFull,emplPart,emplRate,labForce,participRate,population,unempl,unemplRate
1983-07,Women+,4628.6,3313.8,1314.8,47.1,5216.7,53.0,9836.5,588.1,11.3
1983-08,Men+,6471.3,5899.9,571.3,67.8,7361.6,77.2,9538.0,890.4,12.1
1983-08,Total - Gender,11126.6,9235.5,1891.1,57.4,12599.5,65.0,19386.4,1472.8,11.7
1983-08,Women+,4655.4,3335.6,1319.8,47.3,5237.8,53.2,9848.5,582.5,11.1
1983-09,Men+,6508.6,5941.9,566.7,68.2,7362.7,77.1,9547.0,854.1,11.6
1983-09,Total - Gender,11174.2,9308.3,1865.9,57.6,12606.3,65.0,19405.3,1432.0,11.4
1983-09,Women+,4665.7,3366.4,1299.2,47.3,5243.6,53.2,9858.3,577.9,11.0
1983-10,Men+,6489.5,5913.0,576.5,67.9,7327.7,76.7,9556.3,838.2,11.4
1983-10,Total - Gender,11163.3,9280.7,1882.6,57.5,12582.5,64.8,19424.2,1419.2,11.3
1983-10,Women+,4673.8,3367.7,1306.2,47.4,5254.8,53.3,9867.9,581.0,11.1
1983-11,Men+,6485.1,5913.7,571.4,67.8,7332.5,76.7,9565.7,847.5,11.6
1983-11,Total - Gender,11162.0,9278.4,1883.6,57.4,12577.9,64.7,19443.7,1415.9,11.3
1983-11,Women+,4676.9,3364.7,1312.2,47.3,5245.3,53.1,9878.0,568.4,10.8
1983-12,Men+,6494.7,5912.3,582.4,67.8,7338.4,76.6,9574.7,843.8,11.5
1983-12,Total - Gender,11187.4,9289.7,1897.8,57.5,12616.5,64.8,19462.2,1429.1,11.3
1983-12,Women+,4692.8,3377.4,1315.4,47.5,5278.1,53.4,9887.5,585.3,11.1
1984-01,Men+,6487.7,5908.4,579.3,67.7,7324.1,76.4,9585.0,836.3,11.4
1984-01,Total - Gender,11168.6,9297.8,1870.8,57.3,12591.9,64.6,19483.7,1423.3,11.3
1984-01,Women+,4680.9,3389.4,1291.5,47.3,5267.8,53.2,9898.7,586.9,11.1
1984-02,Men+,6504.7,5927.1,577.7,67.8,7333.9,76.4,9595.8,829.2,11.3
1984-02,Total - Gender,11203.9,9325.8,1878.1,57.4,12629.3,64.7,19506.2,1425.4,11.3
1984-02,Women+,4699.2,3398.7,1300.4,47.4,5295.3,53.4,9910.4,596.2,11.3
1984-03,Men+,6500.6,5923.5,577.1,67.7,7336.2,76.4,9604.5,835.6,11.4
1984-03,Total - Gender,11205.9,9341.0,1864.9,57.4,12630.6,64.7,19524.2,1424.7,11.3
1984-03,Women+,4705.3,3417.5,1287.8,47.4,5294.4,53.4,9919.7,589.1,11.1
1984-04,Men+,6498.0,5918.9,579.1,67.6,7354.9,76.5,9615.3,856.8,11.6
1984-04,Total - Gender,11198.5,9331.1,1867.4,57.3,12654.5,64.7,19546.8,1456.0,11.5
1984-04,Women+,4700.5,3412.2,1288.3,47.3,5299.6,53.4,9931.6,599.1,11.3
1984-05,Men+,6518.4,5941.7,576.7,67.7,7396.7,76.9,9624.8,878.3,11.9
1984-05,Total - Gender,11245.5,9375.1,1870.5,57.5,12739.5,65.1,19566.7,1494.0,11.7
1984-05,Women+,4727.2,3433.4,1293.8,47.5,5342.8,53.7,9941.9,615.7,11.5
1984-06,Men+,6571.6,5970.2,601.4,68.2,7418.9,77.0,9634.2,847.4,11.4
1984-06,Total - Gender,11314.5,9418.3,1896.2,57.8,12757.4,65.1,19586.5,1442.9,11.3
1984-06,Women+,4743.0,3448.1,1294.9,47.7,5338.4,53.6,9952.4,595.5,11.2
1984-07,Men+,6595.9,5998.3,597.6,68.4,7422.5,77.0,9644.6,826.6,11.1
1984-07,Total - Gender,11356.6,9438.4,1918.3,57.9,12783.7,65.2,19609.7,1427.1,11.2
1984-07,Women+,4760.7,3440.1,1320.6,47.8,5361.2,53.8,9965.2,600.5,11.2
1984-08,Men+,6578.5,5984.6,593.9,68.1,7421.8,76.9,9653.6,843.3,11.4
1984-08,Total - Gender,11349.3,9418.8,1930.5,57.8,12790.4,65.2,19628.8,1441.1,11.3
1984-08,Women+,4770.7,3434.2,1336.6,47.8,5368.5,53.8,9975.2,597.8,11.1
1984-09,Men+,6587.1,6002.0,585.1,68.2,7471.6,77.3,9662.7,884.5,11.8
1984-09,Total - Gender,11373.8,9467.5,1906.3,57.9,12901.7,65.7,19648.2,1527.9,11.8
1984-09,Women+,4786.7,3465.5,1321.2,47.9,5430.0,54.4,9985.5,643.3,11.8
1984-10,Men+,6601.4,6015.1,586.3,68.2,7435.1,76.9,9674.3,833.7,11.2
1984-10,Total - Gender,11387.7,9472.4,1915.3,57.9,12843.3,65.3,19672.4,1455.6,11.3
1984-10,Women+,4786.3,3457.3,1329.0,47.9,5408.2,54.1,9998.1,621.9,11.5
1984-11,Men+,6575.7,6008.6,567.1,67.9,7410.7,76.5,9683.4,835.1,11.3
1984-11,Total - Gender,11391.1,9492.7,1898.4,57.8,12853.4,65.3,19691.5,1462.3,11.4
1984-11,Women+,4815.4,3484.1,1331.3,48.1,5442.7,54.4,10008.0,627.3,11.5
1984-12,Men+,6603.0,6032.7,570.3,68.1,7416.5,76.5,9692.0,813.5,11.0
1984-12,Total - Gender,11430.3,9534.1,1896.1,58.0,12856.2,65.2,19709.6,1425.9,11.1
1984-12,Women+,4827.3,3501.5,1325.8,48.2,5439.7,54.3,10017.5,612.4,11.3
1985-01,Men+,6623.9,6053.2,570.7,68.3,7428.7,76.6,9702.2,804.8,10.8
1985-01,Total - Gender,11481.7,9555.1,1926.6,58.2,12846.4,65.1,19730.9,1364.7,10.6
1985-01,Women+,4857.8,3501.9,1355.9,48.4,5417.8,54.0,10028.6,559.9,10.3
1985-02,Men+,6629.4,6040.4,588.9,68.3,7425.9,76.5,9710.7,796.5,10.7
1985-02,Total - Gender,11506.3,9562.2,1944.2,58.3,12892.3,65.3,19748.6,1386.0,10.8
1985-02,Women+,4876.9,3521.7,1355.2,48.6,5466.4,54.5,10037.9,589.4,10.8
1985-03,Men+,6644.1,6060.1,584.0,68.4,7471.5,76.9,9719.0,827.4,11.1
1985-03,Total - Gender,11531.4,9576.7,1954.7,58.3,12952.9,65.5,19766.5,1421.4,11.0
1985-03,Women+,4887.3,3516.6,1370.7,48.6,5481.3,54.6,10047.5,594.1,10.8
1985-04,Men+,6668.7,6086.6,582.1,68.5,7463.9,76.7,9730.0,795.2,10.7
1985-04,Total - Gender,11571.5,9597.0,1974.5,58.5,12975.9,65.6,19789.4,1404.4,10.8
1985-04,Women+,4902.8,3510.4,1392.4,48.7,5512.0,54.8,10059.4,609.2,11.1
1985-05,Men+,6696.7,6100.2,596.5,68.8,7478.9,76.8,9739.2,782.2,10.5
1985-05,Total - Gender,11613.7,9646.0,1967.7,58.6,12985.5,65.6,19809.0,1371.8,10.6
1985-05,Women+,4917.0,3545.8,1371.2,48.8,5506.5,54.7,10069.7,589.5,10.7
1985-06,Men+,6694.1,6112.4,581.6,68.7,7495.9,76.9,9748.7,801.8,10.7
1985-06,Total - Gender,11627.0,9648.2,1978.8,58.6,13018.3,65.7,19828.7,1391.3,10.7
1985-06,Women+,4932.9,3535.8,1397.1,48.9,5522.4,54.8,10080.0,589.5,10.7
1985-07,Men+,6727.3,6134.1,593.2,68.9,7498.6,76.8,9760.3,771.3,10.3
1985-07,Total - Gender,11681.1,9679.7,2001.4,58.8,13039.5,65.7,19852.4,1358.4,10.4
1985-07,Women+,4953.8,3545.6,1408.2,49.1,5540.9,54.9,10092.1,587.1,10.6
1985-08,Men+,6732.2,6121.4,610.8,68.9,7500.9,76.8,9770.0,768.7,10.2
1985-08,Total - Gender,11712.1,9695.5,2016.6,58.9,13060.2,65.7,19872.8,1348.1,10.3
1985-08,Women+,4979.9,3574.1,1405.8,49.3,5559.4,55.0,10102.8,579.5,10.4
1985-09,Men+,6721.2,6138.5,582.8,68.7,7469.5,76.4,9782.5,748.2,10.0
1985-09,Total - Gender,11723.3,9716.6,2006.7,58.9,13055.1,65.6,19898.7,1331.7,10.2
1985-09,Women+,5002.1,3578.1,1424.0,49.4,5585.6,55.2,10116.2,583.5,10.4
1985-10,Men+,6725.5,6149.5,576.0,68.7,7505.5,76.6,9792.4,780.1,10.4
1985-10,Total - Gender,11754.0,9759.8,1994.2,59.0,13109.4,65.8,19919.1,1355.4,10.3
1985-10,Women+,5028.6,3610.4,1418.2,49.7,5603.9,55.3,10126.7,575.3,10.3
1985-11,Men+,6776.5,6189.2,587.3,69.1,7531.5,76.8,9802.3,755.0,10.0
1985-11,Total - Gender,11819.0,9810.0,2009.0,59.3,13169.2,66.0,19939.6,1350.2,10.3
1985-11,Women+,5042.5,3620.8,1421.7,49.7,5637.7,55.6,10137.3,595.2,10.6
1985-12,Men+,6794.9,6208.6,586.4,69.3,7546.2,76.9,9811.2,751.3,10.0
1985-12,Total - Gender,11860.5,9866.8,1993.8,59.4,13186.6,66.1,19958.2,1326.1,10.1
1985-12,Women+,5065.6,3658.2,1407.4,49.9,5640.4,55.6,10147.0,574.8,10.2
1986-01,Men+,6822.4,6245.5,576.8,69.5,7553.4,76.9,9822.1,731.1,9.7
1986-01,Total - Gender,11903.5,9911.1,1992.4,59.6,13203.7,66.1,19981.2,1300.2,9.8
1986-01,Women+,5081.1,3665.6,1415.6,50.0,5650.2,55.6,10159.1,569.1,10.1
1986-02,Men+,6824.5,6249.2,575.3,69.4,7558.0,76.9,9830.5,733.5,9.7
1986-02,Total - Gender,11917.9,9918.6,1999.3,59.6,13221.7,66.1,19999.0,1303.8,9.9
1986-02,Women+,5093.4,3669.4,1424.0,50.1,5663.7,55.7,10168.6,570.3,10.1
1986-03,Men+,6835.2,6250.2,585.0,69.5,7565.9,76.9,9839.0,730.7,9.7
1986-03,Total - Gender,11926.3,9929.9,1996.4,59.6,13224.9,66.1,20017.2,1298.6,9.8
1986-03,Women+,5091.1,3679.7,1411.4,50.0,5659.0,55.6,10178.2,567.9,10.0
1986-04,Men+,6885.1,6262.7,622.4,69.9,7600.9,77.2,9850.5,715.8,9.4
1986-04,Total - Gender,12008.1,9957.4,2050.8,59.9,13292.3,66.3,20041.3,1284.2,9.7
1986-04,Women+,5123.0,3694.7,1428.3,50.3,5691.4,55.8,10190.8,568.4,10.0
1986-05,Men+,6862.4,6253.9,608.5,69.6,7574.9,76.8,9860.3,712.5,9.4
1986-05,Total - Gender,11977.2,9954.4,2022.8,59.7,13236.7,66.0,20062.1,1259.5,9.5
1986-05,Women+,5114.8,3700.5,1414.3,50.1,5661.8,55.5,10201.8,547.0,9.7
1986-06,Men+,6862.0,6251.8,610.2,69.5,7585.6,76.8,9872.3,723.7,9.5
1986-06,Total - Gender,12016.9,9976.2,2040.7,59.8,13289.8,66.2,20087.6,1272.9,9.6
1986-06,Women+,5154.9,3724.4,1430.5,50.5,5704.1,55.8,10215.2,549.2,9.6
1986-07,Men+,6862.1,6244.1,618.0,69.4,7582.8,76.7,9881.2,720.7,9.5
1986-07,Total - Gender,12017.1,10001.9,2015.2,59.8,13288.4,66.1,20105.9,1271.3,9.6
1986-07,Women+,5155.0,3757.8,1397.2,50.4,5705.6,55.8,10224.8,550.6,9.7
1986-08,Men+,6865.3,6245.7,619.5,69.4,7593.9,76.8,9889.7,728.7,9.6
1986-08,Total - Gender,12024.7,10000.5,2024.2,59.8,13302.2,66.1,20124.5,1277.5,9.6
1986-08,Women+,5159.4,3754.8,1404.6,50.4,5708.3,55.8,10234.8,548.9,9.6
1986-09,Men+,6879.0,6243.2,635.9,69.5,7603.4,76.8,9900.2,724.3,9.5
1986-09,Total - Gender,12035.2,9982.9,2052.2,59.7,13300.5,66.0,20147.1,1265.3,9.5
1986-09,Women+,5156.1,3739.8,1416.4,50.3,5697.1,55.6,10246.9,541.0,9.5
1986-10,Men+,6895.9,6265.4,630.4,69.6,7596.4,76.7,9908.8,700.5,9.2
1986-10,Total - Gender,12059.6,10006.5,2053.1,59.8,13313.1,66.0,20165.8,1253.5,9.4
1986-10,Women+,5163.7,3741.1,1422.6,50.3,5716.7,55.7,10257.0,553.0,9.7
1986-11,Men+,6914.7,6288.1,626.6,69.7,7612.8,76.8,9917.1,698.1,9.2
1986-11,Total - Gender,12082.0,10033.8,2048.2,59.9,13332.8,66.1,20183.9,1250.8,9.4
1986-11,Women+,5167.3,3745.7,1421.6,50.3,5720.0,55.7,10266.7,552.7,9.7
1986-12,Men+,6915.3,6289.6,625.7,69.7,7626.6,76.8,9925.9,711.3,9.3
1986-12,Total - Gender,12079.7,10018.2,2061.5,59.8,13346.6,66.1,20202.6,1266.9,9.5
1986-12,Women+,5164.4,3728.6,1435.8,50.3,5719.9,55.7,10276.7,555.5,9.7
1987-01,Men+,6912.8,6299.8,613.0,69.6,7623.0,76.7,9936.3,710.2,9.3
1987-01,Total - Gender,12102.0,10059.0,2043.0,59.8,13376.2,66.1,20225.3,1274.3,9.5
1987-01,Women+,5189.1,3759.2,1430.0,50.4,5753.2,55.9,10289.0,564.1,9.8
1987-02,Men+,6927.2,6323.3,603.9,69.6,7636.4,76.8,9947.0,709.2,9.3
1987-02,Total - Gender,12131.4,10091.6,2039.8,59.9,13406.7,66.2,20248.6,1275.3,9.5
1987-02,Women+,5204.2,3768.3,1435.9,50.5,5770.3,56.0,10301.6,566.1,9.8
1987-03,Men+,6954.9,6371.5,583.4,69.9,7648.5,76.8,9956.4,693.6,9.1
1987-03,Total - Gender,12182.0,10169.2,2012.8,60.1,13441.3,66.3,20268.9,1259.3,9.4
1987-03,Women+,5227.2,3797.7,1429.4,50.7,5792.8,56.2,10312.5,565.7,9.8
1987-04,Men+,6979.9,6381.5,598.5,70.0,7657.9,76.8,9966.3,678.0,8.9
1987-04,Total - Gender,12229.5,10186.9,2042.6,60.3,13466.6,66.4,20289.9,1237.1,9.2
1987-04,Women+,5249.5,3805.4,1444.1,50.8,5808.7,56.3,10323.6,559.2,9.6
1987-05,Men+,7010.3,6408.3,602.0,70.3,7670.0,76.9,9976.4,659.7,8.6
1987-05,Total - Gender,12285.7,10219.9,2065.8,60.5,13486.8,66.4,20311.5,1201.1,8.9
1987-05,Women+,5275.4,3811.6,1463.8,51.0,5816.8,56.3,10335.1,541.4,9.3
1987-06,Men+,7020.2,6410.0,610.2,70.3,7675.4,76.8,9989.5,655.2,8.5
1987-06,Total - Gender,12319.4,10261.3,2058.1,60.6,13523.2,66.5,20339.2,1203.8,8.9
1987-06,Women+,5299.2,3851.3,1447.8,51.2,5847.8,56.5,10349.7,548.6,9.4
1987-07,Men+,7024.8,6432.9,591.9,70.3,7666.9,76.7,9999.6,642.2,8.4
1987-07,Total - Gender,12345.5,10293.6,2051.9,60.6,13524.7,66.4,20360.6,1179.2,8.7
1987-07,Women+,5320.8,3860.7,1460.1,51.4,5857.8,56.5,10361.0,537.0,9.2
1987-08,Men+,7037.8,6444.8,593.0,70.3,7678.0,76.7,10009.6,640.3,8.3
1987-08,Total - Gender,12376.2,10326.5,2049.7,60.7,13543.2,66.4,20381.6,1167.0,8.6
1987-08,Women+,5338.4,3881.7,1456.7,51.5,5865.1,56.5,10372.0,526.8,9.0
1987-09,Men+,7065.9,6459.9,606.0,70.5,7691.2,76.7,10022.5,625.4,8.1
1987-09,Total - Gender,12421.9,10378.3,2043.6,60.9,13568.0,66.5,20408.3,1146.1,8.4
1987-09,Women+,5356.1,3918.4,1437.6,51.6,5876.8,56.6,10385.7,520.7,8.9
1987-10,Men+,7099.9,6463.3,636.6,70.8,7713.3,76.9,10032.2,613.4,8.0
1987-10,Total - Gender,12487.4,10426.9,2060.5,61.1,13617.0,66.7,20428.5,1129.7,8.3
1987-10,Women+,5387.5,3963.6,1423.9,51.8,5903.7,56.8,10396.2,516.2,8.7
1987-11,Men+,7116.5,6477.8,638.8,70.9,7713.8,76.8,10041.9,597.2,7.7
1987-11,Total - Gender,12519.4,10429.2,2090.2,61.2,13632.6,66.7,20448.3,1113.2,8.2
1987-11,Women+,5402.8,3951.5,1451.4,51.9,5918.8,56.9,10406.5,516.0,8.7
1987-12,Men+,7147.6,6518.9,628.7,71.1,7743.8,77.0,10050.8,596.3,7.7
1987-12,Total - Gender,12583.3,10478.6,2104.7,61.5,13680.4,66.8,20467.1,1097.1,8.0
1987-12,Women+,5435.8,3959.7,1476.1,52.2,5936.6,57.0,10416.2,500.8,8.4
1988-01,Men+,7161.0,6544.5,616.4,71.2,7759.7,77.1,10061.3,598.7,7.7
1988-01,Total - Gender,12601.9,10494.5,2107.5,61.5,13708.4,66.9,20489.4,1106.5,8.1
1988-01,Women+,5441.0,3949.9,1491.0,52.2,5948.7,57.0,10428.1,507.8,8.5
1988-02,Men+,7172.3,6542.4,629.9,71.2,7749.5,76.9,10071.5,577.2,7.4
1988-02,Total - Gender,12642.6,10530.0,2112.6,61.6,13711.0,66.8,20510.8,1068.4,7.8
1988-02,Women+,5470.4,3987.7,1482.7,52.4,5961.5,57.1,10439.3,491.1,8.2
1988-03,Men+,7181.7,6544.6,637.0,71.2,7758.7,77.0,10080.6,577.1,7.4
1988-03,Total - Gender,12662.6,10520.4,2142.3,61.7,13730.4,66.9,20530.0,1067.8,7.8
1988-03,Women+,5481.0,3975.7,1505.2,52.5,5971.7,57.1,10449.4,490.7,8.2
1988-04,Men+,7170.8,6551.5,619.3,71.1,7745.3,76.8,10090.4,574.5,7.4
1988-04,Total - Gender,12676.0,10532.7,2143.4,61.7,13732.3,66.8,20550.6,1056.2,7.7
1988-04,Women+,5505.3,3981.2,1524.1,52.6,5986.9,57.2,10460.3,481.7,8.0
1988-05,Men+,7164.1,6541.3,622.8,70.9,7745.0,76.7,10103.6,580.9,7.5
1988-05,Total - Gender,12679.7,10572.5,2107.2,61.6,13747.1,66.8,20577.9,1067.4,7.8
1988-05,Women+,5515.7,4031.2,1484.4,52.7,6002.1,57.3,10474.4,486.5,8.1
1988-06,Men+,7163.1,6547.7,615.4,70.8,7723.6,76.4,10114.2,560.5,7.3
1988-06,Total - Gender,12698.1,10577.4,2120.7,61.6,13742.0,66.7,20600.0,1043.9,7.6
1988-06,Women+,5535.1,4029.7,1505.3,52.8,6018.4,57.4,10485.8,483.4,8.0
1988-07,Men+,7174.6,6579.3,595.3,70.9,7741.0,76.5,10124.6,566.4,7.3
1988-07,Total - Gender,12711.8,10615.1,2096.8,61.6,13781.5,66.8,20622.0,1069.6,7.8
1988-07,Women+,5537.2,4035.7,1501.5,52.7,6040.5,57.5,10497.4,503.3,8.3
1988-08,Men+,7179.9,6563.0,616.9,70.8,7740.7,76.4,10138.0,560.9,7.2
1988-08,Total - Gender,12720.0,10584.0,2136.1,61.6,13797.7,66.8,20650.4,1077.6,7.8
1988-08,Women+,5540.1,4021.0,1519.1,52.7,6056.9,57.6,10512.4,516.8,8.5
1988-09,Men+,7170.2,6516.2,654.0,70.7,7750.9,76.4,10148.3,580.7,7.5
1988-09,Total - Gender,12732.8,10544.3,2188.5,61.6,13816.8,66.8,20672.5,1084.0,7.8
1988-09,Women+,5562.7,4028.1,1534.5,52.9,6065.9,57.6,10524.2,503.2,8.3
1988-10,Men+,7170.3,6542.0,628.3,70.6,7760.5,76.4,10158.1,590.3,7.6
1988-10,Total - Gender,12765.0,10592.4,2172.6,61.7,13842.9,66.9,20693.6,1077.9,7.8
1988-10,Women+,5594.7,4050.4,1544.4,53.1,6082.4,57.7,10535.5,487.6,8.0
1988-11,Men+,7198.1,6563.3,634.9,70.8,7774.1,76.5,10167.7,576.0,7.4
1988-11,Total - Gender,12795.8,10608.7,2187.1,61.8,13872.6,67.0,20714.3,1076.8,7.8
1988-11,Women+,5597.7,4045.4,1552.3,53.1,6098.6,57.8,10546.7,500.9,8.2
1988-12,Men+,7222.6,6588.5,634.1,71.0,7792.1,76.6,10177.2,569.4,7.3
1988-12,Total - Gender,12849.4,10684.3,2165.1,62.0,13884.5,67.0,20734.5,1035.1,7.5
1988-12,Women+,5626.8,4095.9,1530.9,53.3,6092.4,57.7,10557.4,465.6,7.6
1989-01,Men+,7261.1,6615.2,645.9,71.3,7831.1,76.8,10190.5,570.0,7.3
1989-01,Total - Gender,12922.0,10742.1,2179.9,62.2,13971.6,67.3,20763.1,1049.6,7.5
1989-01,Women+,5660.9,4126.9,1534.0,53.5,6140.6,58.1,10572.6,479.6,7.8
1989-02,Men+,7277.9,6633.5,644.3,71.4,7857.0,77.0,10200.0,579.2,7.4
1989-02,Total - Gender,12936.8,10754.1,2182.8,62.2,13997.7,67.4,20783.3,1060.8,7.6
1989-02,Women+,5659.0,4120.5,1538.4,53.5,6140.7,58.0,10583.3,481.7,7.8
1989-03,Men+,7299.8,6642.7,657.1,71.5,7883.9,77.2,10210.4,584.2,7.4
1989-03,Total - Gender,12982.4,10796.8,2185.6,62.4,14041.5,67.5,20805.4,1059.1,7.5
1989-03,Women+,5682.6,4154.1,1528.5,53.6,6157.5,58.1,10595.0,474.9,7.7
1989-04,Men+,7285.2,6647.7,637.5,71.3,7879.3,77.1,10221.2,594.1,7.5
1989-04,Total - Gender,12959.9,10803.8,2156.1,62.2,14049.7,67.5,20828.2,1089.8,7.8
1989-04,Women+,5674.7,4156.1,1518.5,53.5,6170.3,58.2,10607.1,495.7,8.0
1989-05,Men+,7284.1,6667.9,616.3,71.2,7866.5,76.9,10235.4,582.4,7.4
1989-05,Total - Gender,12962.2,10836.7,2125.5,62.1,14039.6,67.3,20858.6,1077.4,7.7
1989-05,Women+,5678.1,4168.8,1509.3,53.4,6173.1,58.1,10623.2,495.0,8.0
1989-06,Men+,7290.4,6669.1,621.3,71.1,7869.7,76.8,10247.1,579.3,7.4
1989-06,Total - Gender,12979.4,10837.9,2141.5,62.2,14030.7,67.2,20883.0,1051.3,7.5
1989-06,Women+,5689.1,4168.8,1520.2,53.5,6161.0,57.9,10635.9,472.0,7.7
1989-07,Men+,7284.9,6683.1,601.8,71.0,7855.8,76.6,10259.3,570.8,7.3
1989-07,Total - Gender,12979.8,10896.0,2083.8,62.1,14025.9,67.1,20907.8,1046.1,7.5
1989-07,Women+,5694.9,4212.9,1482.0,53.5,6170.1,57.9,10648.6,475.2,7.7
1989-08,Men+,7310.1,6709.4,600.7,71.1,7863.7,76.5,10274.7,553.6,7.0
1989-08,Total - Gender,13029.1,10932.4,2096.7,62.2,14058.8,67.1,20938.9,1029.7,7.3
1989-08,Women+,5719.0,4223.0,1496.0,53.6,6195.1,58.1,10664.1,476.1,7.7
1989-09,Men+,7310.1,6664.3,645.9,71.1,7870.2,76.5,10287.0,560.0,7.1
1989-09,Total - Gender,13029.5,10854.4,2175.1,62.2,14062.1,67.1,20963.6,1032.6,7.3
1989-09,Women+,5719.4,4190.2,1529.2,53.6,6191.9,58.0,10676.6,472.5,7.6
1989-10,Men+,7302.7,6661.1,641.6,70.9,7856.3,76.3,10301.8,553.5,7.0
1989-10,Total - Gender,13034.5,10869.5,2165.0,62.1,14048.5,66.9,20993.6,1014.0,7.2
1989-10,Women+,5731.8,4208.4,1523.4,53.6,6192.3,57.9,10691.9,460.5,7.4
1989-11,Men+,7311.0,6653.6,657.4,70.9,7891.2,76.5,10313.4,580.1,7.4
1989-11,Total - Gender,13059.7,10859.8,2199.9,62.1,14114.9,67.2,21017.0,1055.2,7.5
1989-11,Women+,5748.7,4206.2,1542.5,53.7,6223.8,58.1,10703.6,475.1,7.6
1989-12,Men+,7302.1,6637.2,664.9,70.7,7899.1,76.5,10324.6,597.0,7.6
1989-12,Total - Gender,13066.8,10866.5,2200.3,62.1,14150.0,67.3,21039.1,1083.2,7.7
1989-12,Women+,5764.7,4229.3,1535.4,53.8,6251.0,58.3,10714.6,486.3,7.8
1990-01,Men+,7318.1,6662.2,655.9,70.8,7946.4,76.9,10337.0,628.3,7.9
1990-01,Total - Gender,13101.4,10907.2,2194.2,62.2,14220.5,67.5,21064.5,1119.1,7.9
1990-01,Women+,5783.3,4245.0,1538.3,53.9,6274.1,58.5,10727.5,490.8,7.8
1990-02,Men+,7338.2,6672.0,666.2,70.9,7937.9,76.7,10347.7,599.7,7.6
1990-02,Total - Gender,13134.9,10930.7,2204.2,62.3,14228.5,67.5,21085.8,1093.6,7.7
1990-02,Women+,5796.7,4258.7,1538.0,54.0,6290.6,58.6,10738.1,493.9,7.9
1990-03,Men+,7333.8,6650.7,683.1,70.8,7908.5,76.3,10359.6,574.7,7.3
1990-03,Total - Gender,13126.1,10903.5,2222.6,62.2,14159.9,67.1,21109.5,1033.8,7.3
1990-03,Women+,5792.3,4252.8,1539.5,53.9,6251.4,58.2,10749.9,459.1,7.3
1990-04,Men+,7332.8,6656.2,676.6,70.7,7928.3,76.4,10376.2,595.5,7.5
1990-04,Total - Gender,13141.3,10930.1,2211.1,62.2,14218.1,67.2,21142.7,1076.8,7.6
1990-04,Women+,5808.5,4273.9,1534.6,53.9,6289.8,58.4,10766.5,481.3,7.7
1990-05,Men+,7298.2,6629.5,668.7,70.2,7908.1,76.1,10390.0,609.9,7.7
1990-05,Total - Gender,13101.9,10919.4,2182.5,61.9,14207.1,67.1,21170.0,1105.2,7.8
1990-05,Women+,5803.7,4289.9,1513.8,53.8,6299.0,58.4,10780.0,495.3,7.9
1990-06,Men+,7296.1,6633.7,662.4,70.1,7892.6,75.9,10403.6,596.5,7.6
1990-06,Total - Gender,13134.4,10935.8,2198.6,62.0,14215.2,67.1,21197.5,1080.8,7.6
1990-06,Women+,5838.3,4302.1,1536.3,54.1,6322.6,58.6,10793.9,484.2,7.7
1990-07,Men+,7282.3,6635.6,646.7,69.9,7913.1,75.9,10420.6,630.7,8.0
1990-07,Total - Gender,13113.6,10948.4,2165.1,61.8,14242.1,67.1,21233.1,1128.5,7.9
1990-07,Women+,5831.3,4312.8,1518.5,53.9,6329.0,58.5,10812.5,497.8,7.9
1990-08,Men+,7269.9,6629.0,640.9,69.7,7923.3,75.9,10433.2,653.4,8.2
1990-08,Total - Gender,13100.3,10922.2,2178.1,61.6,14262.0,67.1,21261.0,1161.8,8.1
1990-08,Women+,5830.4,4293.2,1537.2,53.8,6338.7,58.5,10827.7,508.3,8.0
1990-09,Men+,7269.2,6605.2,664.0,69.6,7954.2,76.2,10444.7,685.1,8.6
1990-09,Total - Gender,13089.5,10842.4,2247.0,61.5,14307.6,67.2,21286.8,1218.1,8.5
1990-09,Women+,5820.3,4237.3,1583.0,53.7,6353.4,58.6,10842.1,533.0,8.4
1990-10,Men+,7235.7,6563.7,672.0,69.2,7940.2,75.9,10458.5,704.6,8.9
1990-10,Total - Gender,13039.3,10789.4,2250.0,61.2,14299.4,67.1,21317.2,1260.1,8.8
1990-10,Women+,5803.7,4225.7,1578.0,53.4,6359.2,58.6,10858.6,555.6,8.7
1990-11,Men+,7191.1,6522.2,668.9,68.7,7929.7,75.7,10470.1,738.5,9.3
1990-11,Total - Gender,12985.3,10727.2,2258.1,60.8,14291.6,67.0,21342.5,1306.3,9.1
1990-11,Women+,5794.2,4205.0,1589.2,53.3,6362.0,58.5,10872.3,567.8,8.9
1990-12,Men+,7157.9,6463.9,694.0,68.3,7934.5,75.7,10480.7,776.6,9.8
1990-12,Total - Gender,12934.7,10655.9,2278.8,60.5,14289.8,66.9,21366.2,1355.0,9.5
1990-12,Women+,5776.9,4192.0,1584.9,53.1,6355.3,58.4,10885.5,578.4,9.1
1991-01,Men+,7122.0,6432.8,689.2,67.9,7923.1,75.5,10493.4,801.1,10.1
1991-01,Total - Gender,12894.2,10596.0,2298.2,60.3,14291.8,66.8,21394.7,1397.6,9.8
1991-01,Women+,5772.2,4163.2,1609.0,52.9,6368.7,58.4,10901.3,596.5,9.4
1991-02,Men+,7085.1,6391.7,693.4,67.4,7928.1,75.5,10504.3,842.9,10.6
1991-02,Total - Gender,12845.1,10551.3,2293.9,60.0,14297.0,66.8,21418.6,1451.8,10.2
