ref_date,emplFullMen+,emplFullTotal - Gender,emplFullWomen+,emplMen+,emplPartMen+,emplPartTotal - Gender,emplPartWomen+,emplRateMen+,emplRateTotal - Gender,emplRateWomen+,emplTotal - Gender,emplWomen+,labForceMen+,labForceTotal - Gender,labForceWomen+,participRateMen+,participRateTotal - Gender,participRateWomen+,populationMen+,populationTotal - Gender,populationWomen+,unemplMen+,unemplRateMen+,unemplRateTotal - Gender,unemplRateWomen+,unemplTotal - Gender,unemplWomen+
1976-01,5712.1,8431.0,2718.9,6085.3,373.2,1205.6,832.4,73.0,57.2,41.7,9636.7,3551.3,6504.3,10369.7,3865.4,78.0,61.5,45.4,8334.7,16852.4,8517.7,419.0,6.4,7.1,8.1,733.0,314.0
1976-02,5732.0,8467.5,2735.4,6097.0,364.9,1192.3,827.4,73.0,57.2,41.7,9659.8,3562.8,6513.1,10389.8,3876.6,78.0,61.5,45.4,8353.3,16892.0,8538.8,416.2,6.4,7.0,8.1,730.0,313.8
1976-03,5758.5,8509.4,2751.0,6119.3,360.8,1194.8,833.9,73.1,57.3,41.9,9704.2,3584.9,6515.3,10395.7,3880.4,77.8,61.4,45.3,8371.6,16930.7,8559.1,396.0,6.1,6.7,7.6,691.5,295.5
1976-04,5787.6,8540.1,2752.4,6145.3,357.6,1198.1,840.4,73.2,57.4,41.9,9738.2,3592.9,6547.3,10451.3,3904.0,78.0,61.6,45.5,8390.0,16969.4,8579.4,402.0,6.1,6.8,8.0,713.1,311.1
1976-05,5770.4,8529.6,2759.3,6125.8,355.4,1196.4,841.0,72.9,57.2,41.9,9726.1,3600.3,6528.0,10446.1,3918.0,77.6,61.4,45.6,8408.4,17008.1,8599.7,402.2,6.2,6.9,8.1,720.0,317.8
1976-06,5760.5,8519.2,2758.7,6126.7,366.2,1229.1,862.9,72.7,57.2,42.0,9748.3,3621.6,6540.2,10469.6,3929.4,77.6,61.4,45.6,8426.8,17046.8,8620.0,413.5,6.3,6.9,7.8,721.3,307.8
1976-07,5779.7,8544.4,2764.7,6139.8,360.1,1215.1,855.1,72.7,57.1,41.9,9759.5,3619.8,6581.7,10539.4,3957.7,77.9,61.7,45.8,8445.2,17085.5,8640.3,441.9,6.7,7.4,8.5,779.9,338.0
1976-08,5776.4,8561.9,2785.6,6136.2,359.8,1218.6,858.8,72.5,57.1,42.1,9780.5,3644.3,6547.8,10524.1,3976.3,77.4,61.5,45.9,8463.7,17124.4,8660.7,411.6,6.3,7.1,8.3,743.6,332.0
1976-09,5795.0,8582.6,2787.6,6154.1,359.1,1212.6,853.6,72.6,57.1,42.0,9795.2,3641.1,6552.6,10531.9,3979.3,77.3,61.4,45.9,8478.1,17154.4,8676.3,398.5,6.1,7.0,8.5,736.7,338.2
1976-10,5757.8,8537.7,2779.9,6127.0,369.2,1244.8,875.7,72.1,56.9,42.1,9782.5,3655.5,6577.0,10565.1,3988.2,77.4,61.5,45.9,8492.1,17183.4,8691.3,450.0,6.8,7.4,8.3,782.6,332.6
1976-11,5776.8,8560.8,2783.9,6154.8,377.9,1268.2,890.3,72.4,57.1,42.2,9829.0,3674.2,6595.9,10609.5,4013.6,77.5,61.6,46.1,8505.7,17211.4,8705.8,441.1,6.7,7.4,8.5,780.5,339.4
1976-12,5799.1,8606.3,2807.2,6170.6,371.5,1256.3,884.8,72.4,57.2,42.3,9862.6,3692.0,6621.9,10657.3,4035.4,77.7,61.8,46.3,8518.2,17238.1,8719.9,451.4,6.8,7.5,8.5,794.8,343.4
1977-01,5805.7,8615.1,2809.4,6172.7,367.0,1254.2,887.1,72.3,57.1,42.3,9869.3,3696.6,6631.2,10681.1,4049.9,77.7,61.8,46.4,8533.7,17270.6,8737.0,458.5,6.9,7.6,8.7,811.8,353.3
1977-02,5800.3,8611.3,2811.0,6172.0,371.7,1262.9,891.2,72.2,57.1,42.3,9874.2,3702.2,6649.0,10716.1,4067.2,77.8,61.9,46.5,8548.8,17302.4,8753.7,477.0,7.2,7.9,9.0,842.0,365.0
1977-03,5777.5,8589.5,2812.0,6162.8,385.3,1276.2,890.9,72.0,56.9,42.2,9865.7,3702.9,6640.6,10701.7,4061.1,77.6,61.8,46.3,8561.5,17329.1,8767.6,477.8,7.2,7.8,8.8,836.0,358.2
1977-04,5795.6,8620.4,2824.9,6182.4,386.9,1272.1,885.3,72.1,57.0,42.2,9892.6,3710.1,6656.8,10741.5,4084.7,77.6,61.9,46.5,8575.7,17358.7,8783.0,474.4,7.1,7.9,9.2,849.0,374.6
1977-05,5792.7,8619.7,2826.9,6179.9,387.2,1292.3,905.1,71.9,57.0,42.4,9912.0,3732.1,6657.3,10749.7,4092.5,77.5,61.8,46.5,8592.6,17394.1,8801.5,477.4,7.2,7.8,8.8,837.8,360.4
1977-06,5789.8,8611.4,2821.6,6179.2,389.4,1295.5,906.1,71.8,56.9,42.3,9906.9,3727.7,6661.9,10749.0,4087.1,77.4,61.7,46.4,8605.5,17421.5,8816.0,482.6,7.2,7.8,8.8,842.0,359.4
1977-07,5800.7,8619.6,2818.9,6182.4,381.7,1291.8,910.1,71.7,56.8,42.2,9911.4,3729.0,6682.3,10784.3,4102.0,77.5,61.8,46.5,8618.7,17449.4,8830.7,499.9,7.5,8.1,9.1,872.9,372.9
1977-08,5803.5,8628.9,2825.4,6198.9,395.5,1307.8,912.3,71.8,56.8,42.2,9936.6,3737.7,6699.8,10819.4,4119.6,77.6,61.9,46.6,8635.7,17485.1,8849.4,500.9,7.5,8.2,9.3,882.8,381.9
1977-09,5796.9,8631.4,2834.5,6188.3,391.5,1305.6,914.1,71.5,56.7,42.3,9937.0,3748.6,6703.7,10839.0,4135.2,77.5,61.9,46.6,8649.3,17513.7,8864.5,515.4,7.7,8.3,9.3,902.0,386.6
1977-10,5808.3,8639.8,2831.5,6205.3,397.0,1322.3,925.3,71.6,56.8,42.3,9962.1,3756.8,6709.6,10875.5,4165.9,77.5,62.0,46.9,8662.1,17540.6,8878.5,504.3,7.5,8.4,9.8,913.4,409.1
1977-11,5823.4,8655.7,2832.3,6213.8,390.3,1320.6,930.3,71.6,56.8,42.3,9976.3,3762.6,6735.9,10901.7,4165.8,77.6,62.1,46.8,8675.0,17567.5,8892.5,522.1,7.8,8.5,9.7,925.4,403.2
1977-12,5824.2,8668.9,2844.7,6217.3,393.1,1333.4,940.2,71.6,56.9,42.5,10002.3,3785.0,6745.0,10928.9,4183.9,77.6,62.1,47.0,8686.9,17592.8,8905.9,527.7,7.8,8.5,9.5,926.6,398.9
1978-01,5826.3,8692.2,2866.0,6213.1,386.8,1320.8,934.0,71.4,56.8,42.6,10013.0,3799.9,6724.1,10918.1,4194.0,77.3,62.0,47.0,8701.6,17623.5,8922.0,511.0,7.6,8.3,9.4,905.1,394.1
1978-02,5873.3,8747.7,2874.5,6250.8,377.6,1319.8,942.2,71.7,57.0,42.7,10067.5,3816.7,6767.5,10981.4,4213.9,77.6,62.2,47.1,8715.7,17653.9,8938.2,516.6,7.6,8.3,9.4,913.8,397.2
1978-03,5881.4,8781.5,2900.1,6266.4,385.0,1318.8,933.8,71.8,57.1,42.8,10100.3,3833.9,6798.1,11041.6,4243.5,77.9,62.5,47.4,8727.7,17679.3,8951.6,531.7,7.8,8.5,9.7,941.2,409.6
1978-04,5872.5,8782.0,2909.5,6267.0,394.5,1346.7,952.2,71.7,57.2,43.1,10128.7,3861.7,6801.2,11060.3,4259.1,77.8,62.5,47.5,8740.9,17706.9,8966.0,534.2,7.9,8.4,9.3,931.6,397.5
1978-05,5888.3,8816.4,2928.1,6282.1,393.8,1330.2,936.4,71.7,57.2,43.0,10146.7,3864.5,6813.4,11100.5,4287.1,77.8,62.6,47.7,8757.6,17741.6,8984.0,531.3,7.8,8.6,9.9,953.9,422.6
1978-06,5917.4,8852.0,2934.6,6318.9,401.5,1355.6,954.1,72.1,57.5,43.2,10207.6,3888.7,6845.4,11146.1,4300.7,78.1,62.7,47.8,8769.9,17767.5,8997.6,526.5,7.7,8.4,9.6,938.5,412.0
1978-07,5920.3,8849.7,2929.4,6333.5,413.2,1405.3,992.2,72.1,57.6,43.5,10255.0,3921.5,6850.8,11188.4,4337.6,78.0,62.9,48.1,8781.5,17792.0,9010.5,517.4,7.6,8.3,9.6,933.4,416.0
1978-08,5929.3,8900.3,2971.0,6349.5,420.2,1387.2,967.0,72.2,57.7,43.6,10287.5,3938.0,6879.4,11235.5,4356.1,78.2,63.0,48.3,8796.9,17824.4,9027.5,529.9,7.7,8.4,9.6,948.0,418.1
1978-09,5946.1,8941.4,2995.3,6344.7,398.6,1364.1,965.5,72.0,57.7,43.8,10305.5,3960.8,6870.3,11252.7,4382.4,78.0,63.0,48.5,8809.3,17850.7,9041.4,525.6,7.7,8.4,9.6,947.2,421.6
1978-10,5978.4,9017.8,3039.4,6380.6,402.2,1351.0,948.8,72.3,58.0,44.0,10368.8,3988.2,6890.3,11293.7,4403.3,78.1,63.2,48.6,8821.8,17876.8,9054.9,509.7,7.4,8.2,9.4,924.8,415.1
1978-11,5982.4,9024.7,3042.3,6385.7,403.3,1362.4,959.2,72.3,58.0,44.1,10387.2,4001.5,6909.5,11332.9,4423.4,78.2,63.3,48.8,8834.0,17902.4,9068.4,523.7,7.6,8.3,9.5,945.7,422.0
1978-12,6004.0,9050.2,3046.2,6402.8,398.8,1378.1,979.3,72.4,58.2,44.3,10428.3,4025.5,6914.4,11366.1,4451.7,78.2,63.4,49.0,8845.8,17927.3,9081.4,511.6,7.4,8.3,9.6,937.8,426.2
1979-01,6026.4,9074.6,3048.2,6438.3,411.9,1408.5,996.6,72.7,58.4,44.5,10483.1,4044.8,6955.4,11421.2,4465.8,78.5,63.6,49.1,8860.8,17958.4,9097.6,517.2,7.4,8.2,9.4,938.2,421.0
1979-02,6041.4,9100.5,3059.2,6430.8,389.4,1389.5,1000.1,72.5,58.3,44.5,10490.0,4059.3,6940.9,11407.3,4466.4,78.2,63.4,49.0,8875.3,17989.1,9113.9,510.1,7.3,8.0,9.1,917.3,407.1
1979-03,6057.0,9113.1,3056.1,6462.1,405.1,1422.8,1017.7,72.7,58.5,44.6,10535.9,4073.8,6964.1,11440.8,4476.7,78.4,63.5,49.0,8887.3,18014.3,9127.0,502.1,7.2,7.9,9.0,904.9,402.9
1979-04,6065.4,9129.5,3064.1,6477.0,411.6,1431.4,1019.8,72.7,58.5,44.7,10560.8,4083.9,6986.5,11474.9,4488.4,78.5,63.6,49.1,8903.1,18047.3,9144.3,509.5,7.3,8.0,9.0,914.1,404.6
1979-05,6080.8,9136.1,3055.3,6518.9,438.2,1475.3,1037.1,73.1,58.7,44.7,10611.4,4092.4,7001.8,11483.2,4481.4,78.5,63.5,48.9,8915.7,18073.7,9158.0,482.9,6.9,7.6,8.7,871.8,389.0
1979-06,6104.8,9190.2,3085.4,6531.5,426.7,1455.2,1028.5,73.2,58.8,44.9,10645.4,4113.9,6989.7,11496.1,4506.4,78.3,63.5,49.1,8928.7,18101.0,9172.3,458.3,6.6,7.4,8.7,850.7,392.4
1979-07,6112.9,9222.6,3109.8,6550.7,437.9,1479.5,1041.7,73.2,59.0,45.2,10702.1,4151.4,6993.3,11537.0,4543.8,78.2,63.6,49.4,8943.9,18133.4,9189.4,442.5,6.3,7.2,8.6,834.9,392.4
1979-08,6121.5,9246.3,3124.8,6559.0,437.4,1495.8,1058.3,73.2,59.1,45.4,10742.1,4183.1,6994.4,11563.8,4569.4,78.1,63.7,49.6,8957.2,18161.4,9204.2,435.4,6.2,7.1,8.5,821.7,386.3
1979-09,6127.3,9246.8,3119.5,6577.5,450.1,1509.7,1059.6,73.3,59.1,45.3,10756.5,4179.0,7010.5,11569.1,4558.5,78.2,63.6,49.4,8970.4,18189.4,9218.9,433.0,6.2,7.0,8.3,812.5,379.5
1979-10,6151.1,9296.6,3145.5,6587.9,436.8,1512.4,1075.6,73.3,59.3,45.7,10809.0,4221.0,7036.2,11652.2,4616.0,78.3,63.9,50.0,8987.9,18226.0,9238.1,448.3,6.4,7.2,8.6,843.2,395.0
1979-11,6162.6,9322.7,3160.1,6602.0,439.4,1518.5,1079.1,73.3,59.4,45.8,10841.3,4239.3,7054.2,11678.1,4623.9,78.4,64.0,50.0,9001.7,18255.2,9253.5,452.2,6.4,7.2,8.3,836.8,384.7
1979-12,6164.4,9340.8,3176.5,6608.9,444.5,1519.1,1074.6,73.3,59.4,45.9,10859.9,4251.0,7074.5,11708.1,4633.6,78.5,64.0,50.0,9015.3,18283.8,9268.4,465.5,6.6,7.2,8.3,848.1,382.6
1980-01,6175.2,9360.5,3185.3,6609.8,434.6,1522.1,1087.5,73.2,59.4,46.0,10882.6,4272.8,7092.3,11760.1,4667.8,78.5,64.2,50.3,9031.6,18317.9,9286.3,482.6,6.8,7.5,8.5,877.5,395.0
1980-02,6177.1,9375.4,3198.2,6631.4,454.3,1527.6,1073.3,73.3,59.4,45.9,10902.9,4271.5,7128.4,11796.9,4668.5,78.8,64.3,50.2,9045.0,18346.4,9301.4,496.9,7.0,7.6,8.5,894.0,397.0
1980-03,6158.9,9358.5,3199.6,6606.4,447.5,1539.3,1091.8,72.9,59.3,46.1,10897.8,4291.4,7108.4,11798.9,4690.5,78.5,64.2,50.3,9057.9,18373.9,9316.0,502.0,7.1,7.6,8.5,901.0,399.1
1980-04,6161.9,9380.1,3218.1,6610.6,448.7,1558.3,1109.6,72.9,59.4,46.4,10938.3,4327.7,7119.7,11846.7,4727.0,78.5,64.4,50.6,9073.9,18407.7,9333.8,509.1,7.2,7.7,8.4,908.3,399.3
1980-05,6143.7,9351.0,3207.3,6581.2,437.5,1540.6,1103.1,72.4,59.1,46.1,10891.6,4310.4,7096.5,11815.5,4718.9,78.1,64.1,50.5,9087.9,18437.0,9349.1,515.3,7.3,7.8,8.7,923.9,408.5
1980-06,6160.5,9379.9,3219.4,6605.7,445.1,1556.9,1111.7,72.5,59.2,46.2,10936.8,4331.1,7120.6,11855.1,4734.5,78.2,64.2,50.5,9105.5,18474.1,9368.6,514.9,7.2,7.7,8.5,918.3,403.4
1980-07,6155.9,9373.5,3217.6,6595.5,439.5,1561.5,1122.0,72.3,59.1,46.3,10935.0,4339.5,7104.4,11840.6,4736.2,77.9,64.0,50.5,9118.3,18501.1,9382.7,508.9,7.2,7.6,8.4,905.6,396.6
1980-08,6167.0,9397.7,3230.7,6619.8,452.8,1572.5,1119.7,72.5,59.2,46.3,10970.3,4350.4,7125.4,11878.1,4752.8,78.0,64.1,50.6,9131.6,18529.0,9397.5,505.5,7.1,7.6,8.5,907.9,402.3
1980-09,6192.0,9439.8,3247.8,6659.8,467.9,1612.1,1144.2,72.8,59.5,46.6,11051.9,4392.0,7149.2,11928.1,4778.9,78.1,64.3,50.8,9148.2,18564.0,9415.8,489.4,6.8,7.3,8.1,876.2,386.8
1980-10,6204.5,9476.3,3271.8,6668.6,464.1,1606.8,1142.7,72.8,59.6,46.8,11083.1,4414.4,7153.9,11956.2,4802.3,78.1,64.3,50.9,9161.2,18591.5,9430.3,485.3,6.8,7.3,8.1,873.1,387.8
1980-11,6241.1,9499.3,3258.2,6707.9,466.8,1627.7,1160.9,73.1,59.8,46.8,11127.0,4419.1,7191.0,11984.7,4793.8,78.4,64.4,50.8,9173.5,18617.4,9443.9,483.1,6.7,7.2,7.8,857.7,374.6
1980-12,6267.2,9557.8,3290.6,6719.1,451.9,1582.2,1130.3,73.2,59.8,46.7,11140.0,4420.9,7209.1,12014.1,4805.0,78.5,64.4,50.8,9185.3,18642.6,9457.3,490.0,6.8,7.3,8.0,874.1,384.1
1981-01,6282.4,9592.5,3310.1,6755.4,473.0,1614.1,1141.1,73.4,60.0,47.0,11206.5,4451.2,7254.5,12098.8,4844.3,78.9,64.8,51.1,9199.1,18671.8,9472.7,499.1,6.9,7.4,8.1,892.3,393.1
1981-02,6288.9,9625.9,3337.0,6775.1,486.2,1657.4,1171.3,73.5,60.3,47.5,11283.3,4508.2,7278.7,12183.1,4904.4,79.0,65.1,51.7,9212.6,18700.6,9488.1,503.6,6.9,7.4,8.1,899.8,396.2
1981-03,6289.4,9604.9,3315.5,6777.8,488.4,1673.8,1185.4,73.5,60.2,47.4,11278.7,4500.9,7284.7,12181.2,4896.4,79.0,65.1,51.5,9223.9,18725.0,9501.1,506.9,7.0,7.4,8.1,902.4,395.5
1981-04,6310.3,9661.6,3351.3,6797.5,487.1,1654.2,1167.0,73.6,60.4,47.5,11315.8,4518.3,7280.3,12184.1,4903.8,78.8,65.0,51.5,9235.6,18749.9,9514.3,482.8,6.6,7.1,7.9,868.3,385.5
1981-05,6273.0,9646.5,3373.5,6778.0,505.1,1699.3,1194.2,73.3,60.4,47.9,11345.8,4567.8,7270.1,12223.0,4952.9,78.6,65.1,52.0,9247.6,18775.2,9527.6,492.1,6.8,7.2,7.8,877.2,385.1
1981-06,6279.1,9685.1,3405.9,6769.9,490.8,1690.6,1199.8,73.1,60.5,48.3,11375.6,4605.7,7265.5,12263.6,4998.0,78.4,65.2,52.4,9262.0,18806.1,9544.1,495.6,6.8,7.2,7.9,887.9,392.4
1981-07,6299.2,9708.2,3409.0,6754.2,455.0,1628.2,1173.2,72.8,60.2,48.0,11336.4,4582.2,7245.0,12215.8,4970.8,78.1,64.9,52.0,9273.0,18829.0,9555.9,490.8,6.8,7.2,7.8,879.4,388.6
1981-08,6283.9,9690.9,3407.1,6762.1,478.2,1662.8,1184.6,72.8,60.2,48.0,11353.8,4591.7,7235.5,12215.0,4979.5,77.9,64.8,52.0,9284.4,18852.5,9568.1,473.5,6.5,7.1,7.8,861.2,387.8
1981-09,6226.1,9618.1,3392.0,6728.0,501.8,1710.5,1208.7,72.4,60.0,48.0,11328.7,4600.7,7286.9,12332.6,5045.7,78.4,65.3,52.7,9298.1,18880.8,9582.7,558.9,7.7,8.1,8.8,1003.9,445.0
1981-10,6210.9,9595.1,3384.2,6709.0,498.1,1705.0,1206.9,72.1,59.8,47.8,11300.1,4591.1,7277.9,12320.5,5042.7,78.2,65.2,52.6,9309.5,18904.4,9595.0,568.8,7.8,8.3,9.0,1020.4,451.6
1981-11,6208.0,9583.8,3375.8,6704.3,496.3,1707.7,1211.5,71.9,59.7,47.8,11291.5,4587.3,7264.0,12311.0,5047.0,77.9,65.0,52.5,9320.4,18927.1,9606.7,559.7,7.7,8.3,9.1,1019.5,459.8
1981-12,6165.9,9513.0,3347.1,6665.8,499.8,1723.0,1223.2,71.4,59.3,47.5,11236.0,4570.2,7284.2,12307.7,5023.5,78.1,64.9,52.2,9331.4,18949.7,9618.3,618.4,8.5,8.7,9.0,1071.7,453.2
1982-01,6132.1,9490.0,3357.8,6629.1,496.9,1715.6,1218.6,70.9,59.1,47.5,11205.6,4576.5,7250.1,12265.3,5015.2,77.6,64.6,52.1,9344.2,18976.3,9632.0,621.0,8.6,8.6,8.7,1059.7,438.7
1982-02,6119.8,9459.5,3339.7,6605.0,485.2,1707.4,1222.2,70.6,58.8,47.3,11166.9,4561.9,7241.7,12259.7,5018.0,77.4,64.5,52.0,9356.3,19001.7,9645.4,636.7,8.8,8.9,9.1,1092.8,456.1
1982-03,6103.8,9435.5,3331.7,6584.7,480.9,1705.0,1224.1,70.3,58.6,47.2,11140.5,4555.8,7249.7,12280.2,5030.5,77.4,64.6,52.1,9366.8,19023.7,9656.9,664.9,9.2,9.3,9.4,1139.7,474.7
1982-04,6039.5,9358.1,3318.6,6534.6,495.1,1718.2,1223.1,69.7,58.2,47.0,11076.3,4541.7,7241.7,12281.1,5039.4,77.2,64.5,52.1,9377.4,19045.6,9668.3,707.1,9.8,9.8,9.9,1204.8,497.7
1982-05,6012.9,9325.8,3312.9,6502.0,489.0,1696.1,1207.0,69.3,57.8,46.7,11021.9,4519.9,7254.1,12293.3,5039.2,77.3,64.5,52.1,9388.4,19068.3,9679.8,752.1,10.4,10.3,10.3,1271.4,519.3
1982-06,5927.6,9200.1,3272.4,6434.4,506.7,1740.5,1233.8,68.4,57.3,46.5,10940.6,4506.2,7259.2,12304.8,5045.6,77.2,64.4,52.0,9401.9,19096.2,9694.3,824.8,11.4,11.1,10.7,1364.3,539.4
1982-07,5866.5,9125.2,3258.7,6402.4,535.9,1768.4,1232.5,68.0,57.0,46.3,10893.6,4491.2,7288.7,12358.8,5070.2,77.5,64.7,52.2,9409.2,19115.7,9706.5,886.2,12.2,11.9,11.4,1465.2,579.0
1982-08,5805.7,9032.0,3226.4,6346.6,540.9,1804.2,1263.3,67.4,56.6,46.2,10836.3,4489.7,7252.9,12314.3,5061.5,77.0,64.3,52.1,9421.8,19142.0,9720.1,906.3,12.5,12.0,11.3,1478.1,571.8
1982-09,5809.9,9062.8,3252.9,6327.5,517.7,1743.9,1226.3,67.1,56.4,46.0,10806.7,4479.2,7281.0,12333.7,5052.7,77.2,64.4,51.9,9431.7,19162.5,9730.8,953.5,13.1,12.4,11.4,1527.0,573.5
1982-10,5780.5,9023.3,3242.8,6305.0,524.5,1764.0,1239.4,66.8,56.2,46.0,10787.2,4482.2,7299.3,12389.3,5090.0,77.3,64.6,52.3,9441.7,19183.2,9741.5,994.3,13.6,12.9,11.9,1602.1,607.8
1982-11,5740.3,8997.0,3256.7,6279.9,539.6,1767.2,1227.6,66.4,56.1,46.0,10764.1,4484.3,7255.9,12364.6,5108.7,76.8,64.4,52.4,9451.3,19203.3,9752.0,976.0,13.5,12.9,12.2,1600.4,624.5
1982-12,5744.4,8992.8,3248.4,6280.7,536.3,1781.3,1245.0,66.4,56.0,46.0,10774.1,4493.4,7263.5,12398.5,5135.0,76.8,64.5,52.6,9460.4,19222.6,9762.2,982.8,13.5,13.1,12.5,1624.4,641.6
1983-01,5741.7,8993.4,3251.7,6295.1,553.4,1807.7,1254.3,66.5,56.1,46.1,10801.1,4506.0,7235.3,12374.0,5138.7,76.4,64.3,52.6,9470.5,19244.2,9773.7,940.2,13.0,12.7,12.3,1572.9,632.7
1983-02,5752.1,9009.9,3257.8,6305.6,553.6,1808.4,1254.8,66.5,56.2,46.1,10818.2,4512.6,7246.9,12391.8,5144.9,76.4,64.3,52.6,9481.0,19266.5,9785.5,941.2,13.0,12.7,12.3,1573.6,632.3
1983-03,5776.8,9059.0,3282.2,6338.5,561.7,1815.9,1254.2,66.8,56.4,46.3,10874.9,4536.4,7262.4,12429.6,5167.1,76.5,64.5,52.8,9489.8,19285.1,9795.4,923.9,12.7,12.5,12.2,1554.7,630.8
1983-04,5803.1,9096.7,3293.7,6363.0,560.0,1835.9,1275.9,67.0,56.6,46.6,10932.6,4569.5,7293.4,12486.3,5192.8,76.8,64.7,53.0,9498.9,19304.2,9805.3,930.4,12.8,12.4,12.0,1553.7,623.3
1983-05,5828.4,9120.6,3292.2,6376.1,547.7,1831.9,1284.2,67.0,56.7,46.6,10952.5,4576.4,7318.7,12509.0,5190.3,77.0,64.7,52.9,9510.4,19328.1,9817.8,942.6,12.9,12.4,11.8,1556.5,613.8
1983-06,5859.4,9178.5,3319.1,6407.3,547.9,1842.9,1295.1,67.3,57.0,47.0,11021.4,4614.1,7357.9,12578.7,5220.8,77.3,65.0,53.1,9519.1,19346.5,9827.4,950.6,12.9,12.4,11.6,1557.3,606.6
1983-07,5877.5,9191.3,3313.8,6444.7,567.2,1882.0,1314.8,67.6,57.2,47.1,11073.4,4628.6,7349.5,12566.2,5216.7,77.1,64.9,53.0,9526.8,19363.3,9836.5,904.8,12.3,11.9,11.3,1492.9,588.1
1983-08,5899.9,9235.5,3335.6,6471.3,571.3,1891.1,1319.8,67.8,57.4,47.3,11126.6,4655.4,7361.6,12599.5,5237.8,77.2,65.0,53.2,9538.0,19386.4,9848.5,890.4,12.1,11.7,11.1,1472.8,582.5
1983-09,5941.9,9308.3,3366.4,6508.6,566.7,1865.9,1299.2,68.2,57.6,47.3,11174.2,4665.7,7362.7,12606.3,5243.6,77.1,65.0,53.2,9547.0,19405.3,9858.3,854.1,11.6,11.4,11.0,1432.0,577.9
1983-10,5913.0,9280.7,3367.7,6489.5,576.5,1882.6,1306.2,67.9,57.5,47.4,11163.3,4673.8,7327.7,12582.5,5254.8,76.7,64.8,53.3,9556.3,19424.2,9867.9,838.2,11.4,11.3,11.1,1419.2,581.0
1983-11,5913.7,9278.4,3364.7,6485.1,571.4,1883.6,1312.2,67.8,57.4,47.3,11162.0,4676.9,7332.5,12577.9,5245.3,76.7,64.7,53.1,9565.7,19443.7,9878.0,847.5,11.6,11.3,10.8,1415.9,568.4
1983-12,5912.3,9289.7,3377.4,6494.7,582.4,1897.8,1315.4,67.8,57.5,47.5,11187.4,4692.8,7338.4,12616.5,5278.1,76.6,64.8,53.4,9574.7,19462.2,9887.5,843.8,11.5,11.3,11.1,1429.1,585.3
1984-01,5908.4,9297.8,3389.4,6487.7,579.3,1870.8,1291.5,67.7,57.3,47.3,11168.6,4680.9,7324.1,12591.9,5267.8,76.4,64.6,53.2,9585.0,19483.7,9898.7,836.3,11.4,11.3,11.1,1423.3,586.9
1984-02,5927.1,9325.8,3398.7,6504.7,577.7,1878.1,1300.4,67.8,57.4,47.4,11203.9,4699.2,7333.9,12629.3,5295.3,76.4,64.7,53.4,9595.8,19506.2,9910.4,829.2,11.3,11.3,11.3,1425.4,596.2
1984-03,5923.5,9341.0,3417.5,6500.6,577.1,1864.9,1287.8,67.7,57.4,47.4,11205.9,4705.3,7336.2,12630.6,5294.4,76.4,64.7,53.4,9604.5,19524.2,9919.7,835.6,11.4,11.3,11.1,1424.7,589.1
1984-04,5918.9,9331.1,3412.2,6498.0,579.1,1867.4,1288.3,67.6,57.3,47.3,11198.5,4700.5,7354.9,12654.5,5299.6,76.5,64.7,53.4,9615.3,19546.8,9931.6,856.8,11.6,11.5,11.3,1456.0,599.1
1984-05,5941.7,9375.1,3433.4,6518.4,576.7,1870.5,1293.8,67.7,57.5,47.5,11245.5,4727.2,7396.7,12739.5,5342.8,76.9,65.1,53.7,9624.8,19566.7,9941.9,878.3,11.9,11.7,11.5,1494.0,615.7
1984-06,5970.2,9418.3,3448.1,6571.6,601.4,1896.2,1294.9,68.2,57.8,47.7,11314.5,4743.0,7418.9,12757.4,5338.4,77.0,65.1,53.6,9634.2,19586.5,9952.4,847.4,11.4,11.3,11.2,1442.9,595.5
1984-07,5998.3,9438.4,3440.1,6595.9,597.6,1918.3,1320.6,68.4,57.9,47.8,11356.6,4760.7,7422.5,12783.7,5361.2,77.0,65.2,53.8,9644.6,19609.7,9965.2,826.6,11.1,11.2,11.2,1427.1,600.5
1984-08,5984.6,9418.8,3434.2,6578.5,593.9,1930.5,1336.6,68.1,57.8,47.8,11349.3,4770.7,7421.8,12790.4,5368.5,76.9,65.2,53.8,9653.6,19628.8,9975.2,843.3,11.4,11.3,11.1,1441.1,597.8
1984-09,6002.0,9467.5,3465.5,6587.1,585.1,1906.3,1321.2,68.2,57.9,47.9,11373.8,4786.7,7471.6,12901.7,5430.0,77.3,65.7,54.4,9662.7,19648.2,9985.5,884.5,11.8,11.8,11.8,1527.9,643.3
1984-10,6015.1,9472.4,3457.3,6601.4,586.3,1915.3,1329.0,68.2,57.9,47.9,11387.7,4786.3,7435.1,12843.3,5408.2,76.9,65.3,54.1,9674.3,19672.4,9998.1,833.7,11.2,11.3,11.5,1455.6,621.9
1984-11,6008.6,9492.7,3484.1,6575.7,567.1,1898.4,1331.3,67.9,57.8,48.1,11391.1,4815.4,7410.7,12853.4,5442.7,76.5,65.3,54.4,9683.4,19691.5,10008.0,835.1,11.3,11.4,11.5,1462.3,627.3
1984-12,6032.7,9534.1,3501.5,6603.0,570.3,1896.1,1325.8,68.1,58.0,48.2,11430.3,4827.3,7416.5,12856.2,5439.7,76.5,65.2,54.3,9692.0,19709.6,10017.5,813.5,11.0,11.1,11.3,1425.9,612.4
