ref_date,emplFullMen+,emplFullTotal - Gender,emplFullWomen+,emplMen+,emplPartMen+,emplPartTotal - Gender,emplPartWomen+,emplRateMen+,emplRateTotal - Gender,emplRateWomen+,emplTotal - Gender,emplWomen+,labForceMen+,labForceTotal - Gender,labForceWomen+,participRateMen+,participRateTotal - Gender,participRateWomen+,populationMen+,populationTotal - Gender,populationWomen+,unemplMen+,unemplRateMen+,unemplRateTotal - Gender,unemplRateWomen+,unemplTotal - Gender,unemplWomen+
2016-07,8212.2,14472.3,6260.2,9431.7,1219.5,3470.9,2251.3,65.0,61.0,57.1,17943.2,8511.5,10204.6,19290.0,9085.3,70.4,65.6,61.0,14503.8,29400.7,14896.9,773.0,7.6,7.0,6.3,1346.8,573.8
2016-08,8226.3,14530.7,6304.4,9457.1,1230.9,3463.5,2232.6,65.1,61.1,57.2,17994.2,8537.1,10232.3,19329.1,9096.7,70.5,65.7,61.0,14521.1,29436.7,14915.7,775.2,7.6,6.9,6.2,1334.9,559.7
2016-09,8220.5,14525.6,6305.2,9476.4,1255.9,3506.9,2251.0,65.2,61.2,57.3,18032.5,8556.1,10256.5,19385.3,9128.8,70.6,65.8,61.1,14535.8,29465.7,14929.9,780.1,7.6,7.0,6.3,1352.7,572.6
2016-10,8222.9,14490.3,6267.4,9479.2,1256.2,3561.0,2304.7,65.2,61.2,57.4,18051.2,8572.1,10250.7,19392.2,9141.5,70.5,65.8,61.2,14549.7,29492.9,14943.3,771.6,7.5,6.9,6.2,1341.0,569.4
2016-11,8245.5,14511.1,6265.6,9502.6,1257.1,3564.9,2307.8,65.3,61.2,57.3,18076.0,8573.4,10271.4,19402.5,9131.1,70.5,65.7,61.1,14562.7,29518.3,14955.6,768.7,7.5,6.8,6.1,1326.5,557.7
2016-12,8267.0,14558.2,6291.2,9525.8,1258.8,3545.8,2287.0,65.4,61.3,57.3,18104.0,8578.2,10288.4,19453.1,9164.6,70.6,65.8,61.2,14575.0,29542.6,14967.5,762.6,7.4,6.9,6.4,1349.1,586.4
2017-01,8285.1,14581.5,6296.4,9543.3,1258.3,3591.0,2332.8,65.4,61.4,57.6,18172.5,8629.2,10310.3,19511.5,9201.2,70.7,66.0,61.4,14591.7,29575.4,14983.7,767.0,7.4,6.9,6.2,1339.1,572.1
2017-02,8292.8,14669.4,6376.6,9580.9,1288.2,3547.2,2259.0,65.6,61.5,57.6,18216.6,8635.6,10318.7,19512.4,9193.7,70.7,65.9,61.3,14604.7,29601.2,14996.5,737.8,7.2,6.6,6.1,1295.8,558.1
2017-03,8291.1,14677.2,6386.0,9595.0,1303.8,3564.3,2260.5,65.6,61.6,57.6,18241.5,8646.5,10346.6,19549.1,9202.6,70.8,66.0,61.3,14620.6,29632.8,15012.1,751.6,7.3,6.7,6.0,1307.7,556.1
2017-04,8318.6,14711.4,6392.8,9622.7,1304.1,3560.3,2256.2,65.7,61.6,57.6,18271.6,8648.9,10349.9,19544.7,9194.8,70.7,65.9,61.2,14636.7,29664.6,15027.9,727.2,7.0,6.5,5.9,1273.0,545.9
2017-05,8344.2,14765.6,6421.4,9627.9,1283.7,3547.3,2263.6,65.7,61.6,57.7,18312.9,8685.0,10378.0,19615.7,9237.7,70.8,66.0,61.4,14657.1,29705.0,15047.9,750.1,7.2,6.6,6.0,1302.8,552.7
2017-06,8377.8,14805.8,6428.0,9648.6,1270.8,3565.6,2294.8,65.8,61.8,57.9,18371.4,8722.8,10365.9,19647.3,9281.4,70.6,66.1,61.6,14674.4,29739.5,15065.1,717.2,6.9,6.5,6.0,1275.9,558.6
2017-07,8415.4,14878.6,6463.2,9678.9,1263.4,3538.3,2274.9,65.9,61.9,57.9,18416.9,8738.1,10365.1,19653.7,9288.5,70.5,66.0,61.6,14693.3,29776.2,15083.0,686.2,6.6,6.3,5.9,1236.7,550.5
2017-08,8451.6,14802.6,6351.0,9710.9,1259.3,3633.8,2374.5,66.0,61.8,57.8,18436.4,8725.5,10388.1,19661.7,9273.7,70.6,65.9,61.4,14716.7,29821.4,15104.6,677.2,6.5,6.2,5.9,1225.3,548.1
2017-09,8477.5,14920.4,6442.9,9697.0,1219.4,3522.1,2302.7,65.8,61.8,57.8,18442.5,8745.5,10390.9,19668.0,9277.1,70.5,65.9,61.4,14734.8,29855.7,15120.8,693.9,6.7,6.2,5.7,1225.5,531.5
2017-10,8498.1,14940.2,6442.1,9731.7,1233.6,3534.9,2301.3,66.0,61.8,57.8,18475.1,8743.4,10424.1,19721.9,9297.8,70.7,66.0,61.4,14752.5,29889.3,15136.7,692.4,6.6,6.3,6.0,1246.8,554.3
2017-11,8519.4,14991.0,6471.6,9775.1,1255.7,3559.6,2303.9,66.2,62.0,57.9,18550.5,8775.4,10447.9,19766.2,9318.4,70.7,66.1,61.5,14769.6,29921.7,15152.1,672.8,6.4,6.2,5.8,1215.7,543.0
2017-12,8526.8,15007.8,6481.0,9813.7,1287.0,3611.9,2325.0,66.4,62.2,58.1,18619.7,8806.0,10482.0,19818.0,9336.0,70.9,66.2,61.6,14786.2,29953.3,15167.1,668.3,6.4,6.0,5.7,1198.3,530.0
2018-01,8558.0,15067.7,6509.8,9799.8,1241.8,3509.1,2267.3,66.2,61.9,57.8,18576.8,8777.1,10448.6,19745.7,9297.2,70.6,65.8,61.2,14809.3,29996.8,15187.6,648.8,6.2,5.9,5.6,1168.9,520.1
2018-02,8548.0,15032.6,6484.6,9791.6,1243.6,3537.7,2294.1,66.0,61.8,57.7,18570.3,8778.7,10452.7,19758.5,9305.8,70.5,65.8,61.2,14825.5,30027.7,15202.2,661.2,6.3,6.0,5.7,1188.3,527.1
2018-03,8591.0,15118.7,6527.8,9828.7,1237.8,3511.4,2273.6,66.2,62.0,57.8,18630.1,8801.4,10474.7,19785.1,9310.4,70.6,65.8,61.2,14844.9,30065.1,15220.2,645.9,6.2,5.8,5.5,1155.0,509.1
2018-04,8617.9,15161.9,6544.0,9811.4,1193.6,3451.1,2257.5,66.0,61.8,57.7,18613.0,8801.5,10455.3,19757.1,9301.8,70.3,65.6,61.0,14869.7,30112.8,15243.1,643.9,6.2,5.8,5.4,1144.1,500.3
2018-05,8587.1,15115.3,6528.2,9814.3,1227.2,3506.4,2279.2,65.9,61.8,57.7,18621.7,8807.4,10448.9,19781.9,9333.0,70.2,65.6,61.2,14890.3,30152.1,15261.8,634.6,6.1,5.9,5.6,1160.2,525.6
2018-06,8607.0,15142.6,6535.6,9852.3,1245.3,3535.0,2289.7,66.1,61.9,57.8,18677.6,8825.3,10500.9,19861.2,9360.3,70.4,65.8,61.3,14911.8,30193.1,15281.3,648.6,6.2,6.0,5.7,1183.6,535.0
2018-07,8622.0,15191.0,6569.0,9856.2,1234.2,3573.0,2338.7,66.0,62.0,58.2,18763.9,8907.7,10512.5,19936.4,9423.8,70.4,65.9,61.6,14936.4,30241.0,15304.6,656.3,6.2,5.9,5.5,1172.4,516.1
2018-08,8594.7,15199.2,6604.4,9810.2,1215.5,3505.5,2290.0,65.6,61.8,58.1,18704.7,8894.4,10467.8,19900.9,9433.2,70.0,65.7,61.6,14952.6,30273.2,15320.6,657.5,6.3,6.0,5.7,1196.2,538.7
2018-09,8617.9,15197.5,6579.6,9883.8,1265.9,3600.0,2334.1,66.0,62.0,58.1,18797.5,8913.7,10506.3,19948.1,9441.8,70.2,65.8,61.6,14968.8,30305.2,15336.4,622.5,5.9,5.8,5.6,1150.6,528.2
2018-10,8620.6,15254.1,6633.4,9879.8,1259.2,3560.9,2301.7,65.9,62.0,58.2,18814.9,8935.2,10496.6,19933.4,9436.8,70.0,65.7,61.5,14985.2,30337.3,15352.1,616.8,5.9,5.6,5.3,1118.4,501.7
2018-11,8669.9,15289.6,6619.7,9922.6,1252.8,3579.9,2327.1,66.2,62.1,58.2,18869.4,8946.8,10551.1,20006.0,9454.9,70.3,65.9,61.5,15000.0,30366.4,15366.4,628.4,6.0,5.7,5.4,1136.5,508.1
2018-12,8682.4,15300.3,6617.9,9930.5,1248.0,3592.4,2344.4,66.1,62.2,58.3,18892.8,8962.3,10554.1,20022.6,9468.5,70.3,65.9,61.6,15014.2,30393.7,15379.5,623.6,5.9,5.6,5.3,1129.8,506.2
2019-01,8664.2,15281.4,6617.2,9956.3,1292.1,3639.1,2347.1,66.2,62.2,58.2,18920.5,8964.2,10602.6,20068.3,9465.7,70.5,66.0,61.5,15031.7,30427.8,15396.1,646.3,6.1,5.7,5.3,1147.8,501.5
2019-02,8684.3,15339.1,6654.8,9963.0,1278.7,3626.6,2348.0,66.2,62.3,58.4,18965.7,9002.7,10631.9,20130.7,9498.8,70.7,66.1,61.7,15043.7,30450.9,15407.2,669.0,6.3,5.8,5.2,1165.0,496.1
2019-03,8704.7,15345.2,6640.5,9969.4,1264.7,3587.7,2323.1,66.2,62.1,58.1,18932.9,8963.5,10628.3,20109.1,9480.9,70.6,66.0,61.5,15058.6,30479.8,15421.3,658.9,6.2,5.8,5.5,1176.2,517.3
2019-04,8720.6,15410.3,6689.6,10034.8,1314.1,3643.5,2329.3,66.5,62.4,58.4,19053.7,9019.0,10680.0,20208.2,9528.3,70.8,66.2,61.7,15078.9,30519.6,15440.7,645.2,6.0,5.7,5.3,1154.5,509.3
2019-05,8714.3,15433.9,6719.6,10026.4,1312.2,3633.4,2321.3,66.4,62.4,58.5,19067.3,9040.9,10659.4,20170.4,9511.0,70.6,66.0,61.5,15096.7,30554.4,15457.8,632.9,5.9,5.5,4.9,1103.1,470.1
2019-06,8712.3,15462.4,6750.1,10026.4,1314.0,3616.2,2302.1,66.3,62.4,58.5,19078.6,9052.2,10671.4,20199.9,9528.4,70.6,66.0,61.6,15116.3,30593.1,15476.8,645.1,6.0,5.6,5.0,1121.2,476.2
2019-07,8725.3,15465.2,6739.9,10045.4,1320.2,3607.2,2287.1,66.3,62.2,58.2,19072.4,9027.0,10700.4,20234.5,9534.1,70.7,66.0,61.5,15145.2,30649.4,15504.2,655.0,6.1,5.7,5.3,1162.0,507.1
2019-08,8754.5,15513.8,6759.3,10071.7,1317.1,3620.1,2302.9,66.4,62.3,58.4,19133.9,9062.3,10739.3,20300.2,9561.0,70.8,66.1,61.6,15168.4,30694.3,15525.9,667.6,6.2,5.7,5.2,1166.3,498.7
2019-09,8763.2,15534.5,6771.3,10071.9,1308.7,3608.3,2299.6,66.3,62.3,58.3,19142.8,9070.9,10692.3,20282.2,9589.9,70.4,66.0,61.7,15195.7,30747.6,15551.9,620.4,5.8,5.6,5.4,1139.4,519.0
2019-10,8760.6,15503.3,6742.7,10061.1,1300.5,3627.6,2327.1,66.1,62.1,58.2,19130.9,9069.8,10691.8,20274.5,9582.8,70.3,65.8,61.5,15218.7,30791.8,15573.1,630.7,5.9,5.6,5.4,1143.6,512.9
2019-11,8733.7,15470.4,6736.7,10043.4,1309.7,3626.4,2316.7,65.9,61.9,58.1,19096.8,9053.4,10708.6,20293.7,9585.2,70.3,65.8,61.5,15239.9,30832.4,15592.5,665.1,6.2,5.9,5.5,1197.0,531.8
2019-12,8776.5,15556.6,6780.1,10089.8,1313.3,3629.9,2316.6,66.1,62.2,58.3,19186.5,9096.7,10729.5,20326.2,9596.7,70.3,65.8,61.5,15259.1,30868.9,15609.8,639.7,6.0,5.6,5.2,1139.7,500.0
2020-01,8804.4,15578.3,6773.9,10096.6,1292.2,3626.4,2334.2,66.1,62.1,58.3,19204.7,9108.1,10704.0,20326.2,9622.2,70.1,65.8,61.6,15279.2,30907.3,15628.1,607.4,5.7,5.5,5.3,1121.5,514.1
2020-02,8847.6,15607.0,6759.5,10119.8,1272.2,3595.9,2323.6,66.1,62.1,58.1,19202.9,9083.1,10778.2,20384.8,9606.6,70.4,65.9,61.4,15299.1,30945.1,15646.0,658.4,6.1,5.8,5.4,1182.0,523.5
2020-03,8611.6,15076.9,6465.3,9673.9,1062.3,2981.2,1918.9,63.1,58.3,53.5,18058.2,8384.2,10482.8,19725.2,9242.4,68.4,63.7,59.0,15321.8,30988.3,15666.6,808.9,7.7,8.5,9.3,1667.0,858.1
2020-04,7705.6,13612.9,5907.4,8586.1,880.6,2472.9,1592.3,56.0,51.9,47.8,16085.8,7499.7,9900.2,18631.6,8731.4,64.6,60.1,55.7,15336.0,31014.2,15678.2,1314.0,13.3,13.7,14.1,2545.7,1231.7
2020-05,7885.1,13870.2,5985.1,8813.8,928.7,2540.5,1611.8,57.4,52.9,48.4,16410.7,7596.8,10257.4,19131.2,8873.7,66.8,61.6,56.6,15348.6,31037.6,15689.0,1443.6,14.1,14.2,14.4,2720.5,1276.9
2020-06,8245.0,14459.3,6214.3,9328.2,1083.2,3010.1,1926.8,60.7,56.2,51.8,17469.4,8141.1,10645.4,19977.7,9332.3,69.3,64.3,59.4,15366.1,31070.8,15704.7,1317.2,12.4,12.6,12.8,2508.3,1191.1
2020-07,8281.0,14580.9,6299.9,9495.2,1214.2,3314.6,2100.4,61.7,57.5,53.4,17895.5,8400.3,10742.9,20094.0,9351.1,69.8,64.6,59.5,15381.9,31100.2,15718.2,1247.7,11.6,10.9,10.2,2198.4,950.8
2020-08,8368.2,14714.9,6346.7,9604.1,1235.9,3414.4,2178.5,62.4,58.2,54.2,18129.3,8525.2,10768.9,20164.1,9395.2,69.9,64.8,59.7,15396.1,31126.0,15729.8,1164.7,10.8,10.1,9.3,2034.8,870.1
2020-09,8550.5,15079.5,6529.0,9795.6,1245.1,3476.5,2231.3,63.6,59.6,55.6,18555.9,8760.3,10829.6,20418.3,9588.6,70.3,65.5,60.9,15411.8,31154.4,15742.6,1034.0,9.5,9.1,8.6,1862.3,828.3
2020-10,8503.0,15062.3,6559.3,9810.4,1307.4,3554.1,2246.7,63.6,59.7,55.9,18616.4,8806.0,10830.8,20451.5,9620.6,70.2,65.6,61.1,15421.7,31172.3,15750.6,1020.4,9.4,9.0,8.5,1835.1,814.6
2020-11,8555.6,15189.6,6634.0,9820.0,1264.3,3460.4,2196.1,63.6,59.8,56.0,18650.0,8830.1,10785.8,20406.8,9621.0,69.9,65.4,61.1,15429.1,31185.8,15756.7,965.8,9.0,8.6,8.2,1756.7,790.9
2020-12,8593.7,15217.5,6623.7,9815.9,1222.1,3374.2,2152.1,63.6,59.6,55.7,18591.7,8775.8,10783.4,20404.4,9621.0,69.9,65.4,61.0,15433.3,31193.7,15760.4,967.5,9.0,8.9,8.8,1812.7,845.2
2021-01,8603.0,15205.6,6602.6,9763.1,1160.1,3186.5,2026.5,63.2,58.9,54.7,18392.1,8629.1,10720.8,20255.6,9534.7,69.4,64.9,60.5,15439.2,31203.9,15764.7,957.8,8.9,9.2,9.5,1863.4,905.6
2021-02,8632.8,15298.9,6666.1,9874.1,1241.3,3333.1,2091.8,63.9,59.7,55.5,18632.0,8757.9,10765.3,20361.0,9595.7,69.7,65.2,60.8,15448.5,31221.9,15773.4,891.2,8.3,8.5,8.7,1729.0,837.8
2021-03,8706.8,15454.3,6747.5,9989.2,1282.4,3418.7,2136.3,64.6,60.4,56.3,18873.0,8883.8,10838.0,20449.9,9611.9,70.1,65.5,60.9,15455.6,31235.6,15780.0,848.8,7.8,7.7,7.6,1576.9,728.1
2021-04,8670.3,15372.5,6702.2,9891.1,1220.9,3301.3,2080.4,64.0,59.8,55.6,18673.8,8782.7,10773.7,20350.9,9577.2,69.7,65.1,60.7,15462.0,31248.1,15786.1,882.6,8.2,8.2,8.3,1677.1,794.5
2021-05,8667.3,15337.7,6670.4,9884.1,1216.8,3285.9,2069.1,63.9,59.6,55.3,18623.6,8739.5,10759.0,20304.8,9545.8,69.6,65.0,60.4,15468.4,31260.4,15792.0,874.9,8.1,8.3,8.4,1681.2,806.3
2021-06,8680.4,15384.3,6703.9,9962.1,1281.8,3510.1,2228.3,64.3,60.4,56.5,18894.4,8932.2,10857.2,20514.4,9657.2,70.1,65.6,61.1,15482.2,31287.5,15805.3,895.0,8.2,7.9,7.5,1620.0,724.9
2021-07,8670.2,15441.1,6770.9,10025.5,1355.2,3575.4,2220.1,64.7,60.7,56.8,19016.5,8991.0,10884.6,20540.5,9655.9,70.2,65.6,61.0,15497.4,31318.8,15821.4,859.1,7.9,7.4,6.9,1524.0,664.9
2021-08,8699.4,15507.5,6808.1,10044.0,1344.6,3574.2,2229.6,64.7,60.8,57.0,19081.7,9037.7,10861.1,20548.8,9687.7,70.0,65.5,61.1,15516.4,31359.5,15843.1,817.1,7.5,7.1,6.7,1467.1,650.0
2021-09,8759.9,15692.0,6932.1,10114.4,1354.6,3559.1,2204.5,65.1,61.3,57.6,19251.1,9136.7,10916.8,20705.6,9788.8,70.3,66.0,61.7,15532.2,31393.0,15860.8,802.3,7.3,7.0,6.7,1454.5,652.2
2021-10,8785.8,15728.7,6942.9,10146.5,1360.7,3559.4,2198.7,65.2,61.4,57.6,19288.1,9141.6,10873.5,20624.4,9750.8,69.9,65.6,61.4,15551.5,31432.6,15881.1,727.0,6.7,6.5,6.2,1336.2,609.2
2021-11,8823.9,15801.1,6977.1,10208.2,1384.3,3636.2,2251.9,65.6,61.8,58.0,19437.3,9229.1,10922.5,20699.4,9776.9,70.1,65.8,61.5,15572.9,31475.9,15903.0,714.3,6.5,6.1,5.6,1262.2,547.9
2021-12,8956.5,15920.8,6964.3,10263.5,1307.0,3588.0,2281.0,65.8,61.9,58.1,19508.8,9245.3,10926.9,20741.2,9814.3,70.1,65.8,61.6,15594.2,31518.9,15924.6,663.4,6.1,5.9,5.8,1232.4,569.0
2022-01,8943.6,15870.3,6926.7,10172.6,1229.1,3435.1,2206.0,65.2,61.2,57.3,19305.4,9132.7,10860.9,20630.7,9769.8,69.6,65.4,61.3,15614.0,31559.4,15945.4,688.3,6.3,6.4,6.5,1325.4,637.1
2022-02,9013.4,16030.5,7017.0,10301.5,1288.1,3598.6,2310.4,65.9,62.1,58.4,19629.0,9327.5,10932.3,20764.7,9832.4,69.9,65.7,61.6,15634.0,31600.5,15966.5,630.8,5.8,5.5,5.1,1135.6,504.9
2022-03,9036.2,16037.3,7001.1,10334.2,1298.0,3610.5,2312.5,66.0,62.1,58.3,19647.8,9313.6,10907.0,20762.7,9855.7,69.7,65.6,61.6,15654.7,31642.1,15987.4,572.8,5.3,5.4,5.5,1114.9,542.1
2022-04,9046.9,16084.2,7037.4,10359.3,1312.4,3625.4,2313.0,66.1,62.2,58.4,19709.7,9350.4,10968.5,20826.2,9857.7,70.0,65.7,61.6,15675.3,31683.5,16008.2,609.2,5.6,5.4,5.1,1116.5,507.4
2022-05,9074.3,16210.3,7136.0,10343.6,1269.3,3553.1,2283.8,65.9,62.3,58.8,19763.4,9419.8,10944.7,20847.5,9902.8,69.7,65.7,61.8,15700.3,31733.2,16032.9,601.1,5.5,5.2,4.9,1084.2,483.1
2022-06,9078.9,16212.3,7133.4,10345.0,1266.2,3538.5,2272.4,65.8,62.1,58.6,19750.8,9405.8,10903.0,20778.2,9875.1,69.3,65.4,61.5,15725.0,31781.7,16056.7,558.0,5.1,4.9,4.8,1027.4,469.4
2022-07,9127.3,16246.6,7119.3,10382.2,1254.9,3540.9,2286.0,65.9,62.2,58.5,19787.5,9405.3,10930.7,20794.5,9863.9,69.4,65.3,61.3,15751.5,31834.3,16082.8,548.5,5.0,4.8,4.6,1007.1,458.6
2022-08,9115.7,16217.1,7101.3,10399.2,1283.5,3564.1,2280.7,65.9,62.0,58.2,19781.2,9382.0,10980.9,20865.1,9884.3,69.6,65.4,61.3,15781.9,31894.0,16112.2,581.7,5.3,5.2,5.1,1083.9,502.2
2022-09,9115.6,16212.3,7096.7,10397.4,1281.8,3583.8,2302.0,65.8,62.0,58.2,19796.1,9398.7,10972.9,20862.7,9889.8,69.4,65.3,61.3,15809.7,31948.3,16138.6,575.5,5.2,5.1,5.0,1066.6,491.1
2022-10,9168.2,16269.8,7101.6,10442.0,1273.8,3613.1,2339.2,65.9,62.1,58.4,19882.8,9440.8,11000.2,20955.3,9955.1,69.4,65.5,61.6,15839.2,32005.2,16166.0,558.2,5.1,5.1,5.2,1072.5,514.3
2022-11,9199.7,16345.9,7146.2,10457.3,1257.7,3577.9,2320.2,65.9,62.1,58.5,19923.8,9466.4,11041.3,20982.5,9941.2,69.6,65.5,61.4,15867.3,32058.7,16191.3,584.0,5.3,5.0,4.8,1058.7,474.8
2022-12,9187.5,16426.8,7239.3,10499.4,1311.9,3571.7,2259.8,66.1,62.3,58.6,19998.5,9499.1,11073.2,21049.6,9976.4,69.7,65.6,61.5,15895.6,32111.8,16216.3,573.8,5.2,5.0,4.8,1051.1,477.3
2023-01,9239.2,16523.6,7284.5,10557.1,1317.9,3589.9,2272.0,66.2,62.5,58.8,20113.5,9556.4,11145.2,21193.4,10048.2,69.9,65.8,61.8,15935.3,32187.9,16252.6,588.2,5.3,5.1,4.9,1079.9,491.8
2023-02,9244.2,16560.5,7316.3,10571.5,1327.3,3592.8,2265.5,66.2,62.5,58.8,20153.3,9581.8,11155.7,21240.6,10084.8,69.8,65.8,61.9,15978.9,32270.6,16291.7,584.2,5.2,5.1,5.0,1087.2,503.1
2023-03,9292.5,16614.7,7322.1,10612.8,1320.3,3599.5,2279.2,66.2,62.5,58.8,20214.1,9601.3,11190.1,21284.2,10094.1,69.8,65.8,61.8,16023.8,32355.3,16331.4,577.3,5.2,5.0,4.9,1070.1,492.8
2023-04,9295.5,16621.7,7326.1,10640.8,1345.3,3636.1,2290.8,66.2,62.5,58.8,20257.8,9617.0,11235.8,21337.7,10102.0,69.9,65.8,61.7,16064.8,32432.5,16367.7,594.9,5.3,5.1,4.8,1080.0,485.0
2023-05,9293.9,16604.6,7310.8,10647.9,1354.0,3642.1,2288.1,66.1,62.3,58.5,20246.7,9598.8,11239.0,21358.5,10119.5,69.7,65.7,61.7,16113.6,32524.6,16411.0,591.1,5.3,5.2,5.1,1111.8,520.7
2023-06,9350.0,16718.2,7368.2,10720.3,1370.4,3614.7,2244.4,66.3,62.3,58.4,20332.9,9612.6,11334.2,21486.3,10152.1,70.1,65.9,61.7,16163.0,32617.0,16454.0,613.9,5.4,5.4,5.3,1153.4,539.5
2023-07,9341.3,16724.2,7382.9,10714.8,1373.6,3627.9,2254.3,66.1,62.2,58.4,20352.1,9637.3,11334.1,21527.4,10193.3,69.9,65.8,61.8,16212.8,32710.3,16497.5,619.3,5.5,5.5,5.5,1175.3,556.0
2023-08,9397.9,16798.8,7400.9,10745.8,1347.9,3613.3,2265.4,66.1,62.2,58.4,20412.1,9666.3,11374.5,21589.5,10215.0,69.9,65.8,61.7,16264.9,32808.3,16543.4,628.7,5.5,5.5,5.4,1177.3,548.7
2023-09,9393.2,16791.4,7398.2,10771.8,1378.6,3673.8,2295.3,66.0,62.2,58.5,20465.3,9693.5,11423.2,21657.2,10234.0,70.0,65.8,61.7,16312.3,32896.0,16583.7,651.4,5.7,5.5,5.3,1191.9,540.5
2023-10,9405.7,16817.4,7411.8,10803.8,1398.1,3676.5,2278.4,66.0,62.1,58.3,20493.9,9690.2,11487.7,21734.6,10246.8,70.2,65.9,61.6,16362.0,32987.7,16625.7,684.0,6.0,5.7,5.4,1240.6,556.7
2023-11,9403.9,16839.6,7435.7,10819.4,1415.6,3678.9,2263.4,65.9,62.0,58.2,20518.5,9699.1,11506.3,21763.6,10257.3,70.1,65.8,61.5,16411.0,33077.9,16666.9,686.9,6.0,5.7,5.4,1245.1,558.2
2023-12,9439.2,16853.6,7414.4,10829.5,1390.3,3679.3,2289.0,65.8,61.9,58.1,20532.8,9703.3,11519.7,21797.4,10277.7,70.0,65.7,61.5,16460.1,33168.3,16708.2,690.2,6.0,5.8,5.6,1264.6,574.4
2024-01,9416.8,16840.8,7423.9,10857.7,1440.9,3736.3,2295.4,65.7,61.8,58.0,20577.1,9719.4,11520.6,21817.2,10296.5,69.7,65.6,61.4,16517.9,33276.5,16758.5,662.9,5.8,5.7,5.6,1240.1,577.1
2024-02,9470.5,16902.6,7432.2,10876.6,1406.1,3705.1,2298.9,65.6,61.7,57.9,20607.7,9731.1,11589.3,21894.8,10305.6,69.9,65.6,61.3,16570.2,33373.5,16803.3,712.7,6.1,5.9,5.6,1287.1,574.5
2024-03,9457.9,16896.9,7439.0,10867.5,1409.7,3717.7,2308.0,65.4,61.6,57.9,20614.5,9747.0,11621.4,21956.9,10335.4,69.9,65.6,61.3,16622.2,33469.5,16847.4,753.9,6.5,6.1,5.7,1342.3,588.4
2024-04,9545.9,16953.9,7408.0,10944.0,1398.1,3746.6,2348.5,65.6,61.6,57.7,20700.5,9756.5,11681.8,22060.1,10378.4,70.0,65.7,61.4,16681.0,33578.9,16897.9,737.8,6.3,6.2,6.0,1359.6,621.9
2024-05,9488.2,16909.0,7420.8,10921.6,1433.4,3789.3,2355.9,65.2,61.4,57.7,20698.3,9776.7,11681.4,22081.9,10400.5,69.8,65.6,61.4,16738.5,33685.5,16947.0,759.8,6.5,6.3,6.0,1383.7,623.8
2024-06,9509.1,16919.7,7410.7,10917.3,1408.2,3796.2,2388.0,65.0,61.3,57.7,20715.9,9798.6,11707.7,22140.4,10432.8,69.7,65.5,61.4,16794.1,33788.3,16994.2,790.4,6.8,6.4,6.1,1424.5,634.1
2024-07,9528.0,16978.1,7450.1,10923.9,1395.9,3734.8,2338.9,64.8,61.1,57.4,20712.9,9789.0,11718.1,22138.2,10420.1,69.5,65.3,61.1,16853.4,33899.8,17046.4,794.2,6.8,6.4,6.1,1425.3,631.1
2024-08,9500.8,16940.1,7439.3,10932.8,1432.0,3802.5,2370.5,64.7,61.0,57.4,20742.6,9809.8,11773.1,22220.9,10447.8,69.6,65.4,61.1,16904.5,33995.1,17090.7,840.3,7.1,6.7,6.1,1478.3,638.0
2024-09,9531.9,17032.1,7500.1,10950.4,1418.5,3747.2,2328.7,64.6,61.0,57.4,20779.3,9828.9,11785.6,22237.6,10452.0,69.5,65.2,61.0,16953.2,34089.8,17136.6,835.2,7.1,6.6,6.0,1458.3,623.1
2024-10,9548.7,17038.7,7490.0,10964.1,1415.5,3743.9,2328.5,64.5,60.8,57.2,20782.6,9818.5,11798.9,22259.0,10460.0,69.4,65.2,60.9,16991.4,34163.7,17172.3,834.8,7.1,6.6,6.1,1476.3,641.5
2024-11,9595.2,17091.6,7496.4,10998.7,1403.5,3734.8,2331.3,64.6,60.9,57.1,20826.4,9827.7,11859.5,22367.0,10507.6,69.7,65.4,61.1,17023.0,34225.2,17202.2,860.8,7.3,6.9,6.5,1540.6,679.8
2024-12,9646.0,17150.7,7504.7,11059.3,1413.3,3766.6,2353.3,64.9,61.0,57.2,20917.4,9858.0,11886.3,22422.8,10536.6,69.7,65.4,61.1,17053.5,34285.1,17231.5,827.0,7.0,6.7,6.4,1505.5,678.5
2025-01,9679.9,17185.9,7506.1,11091.2,1411.4,3807.5,2396.1,64.9,61.1,57.4,20993.4,9902.2,11901.5,22484.0,10582.5,69.7,65.5,61.3,17081.4,34340.8,17259.4,810.2,6.8,6.6,6.4,1490.6,680.3
2025-02,9658.5,17166.2,7507.7,11093.2,1434.7,3828.3,2393.6,64.9,61.1,57.3,20994.5,9901.4,11913.7,22467.2,10553.5,69.6,65.3,61.1,17105.1,34388.2,17283.1,820.5,6.9,6.6,6.2,1472.7,652.2
2025-03,9608.8,17104.2,7495.4,11046.0,1437.2,3857.8,2420.5,64.5,60.9,57.3,20961.9,9915.9,11880.1,22470.7,10590.6,69.3,65.2,61.2,17131.0,34440.0,17309.0,834.1,7.0,6.7,6.4,1508.8,674.7
2025-04,9627.5,17135.7,7508.2,11089.7,1462.2,3833.6,2371.4,64.6,60.8,57.0,20969.3,9879.6,11939.9,22517.4,10577.5,69.6,65.3,61.0,17157.2,34493.6,17336.4,850.2,7.1,6.9,6.6,1548.1,697.9
