ref_date,qCgov,qChh,qChhDurable,qChhGoods,qChhNondurable,qChhSemidurable,qChhService,qCnpish,qCtotal,qExpGS,qExpGoods,qExpServices,qFDD,qGDP,qImpGS,qImpGoods,qImpServices,qInvbus,qInvbusIPP,qInvbusME,qInvbusNRS,qInvbusNRSME,qInvbusRS,qInvgov,qInvint,qInvintBus,qInvintFarm,qInvintNonfarm,qInvnpish,qInvtotal,qdiscrepancy,vCgov,vChh,vChhDurable,vChhGoods,vChhNondurable,vChhSemidurable,vChhService,vCnpish,vCtotal,vExpGS,vExpGoods,vExpServices,vFDD,vGDP,vImpGS,vImpGoods,vImpServices,vInvbus,vInvbusIPP,vInvbusME,vInvbusNRS,vInvbusNRSME,vInvbusRS,vInvgov,vInvint,vInvintBus,vInvintFarm,vInvintNonfarm,vInvnpish,vInvtotal,vdiscrepancy
1982-07-01,231372.0,417718.0,29667.0,204286.0,164653.0,27255.0,210741.0,7749.0,647861.0,154870.0,130294.0,24584.0,796662.0,839341.0,107104.0,81187.0,28905.0,121576.0,6677.0,19223.0,57916.0,64139.0,48103.0,26246.0,-21563.0,-21553.0,-378.0,-21400.0,923.0,148647.0,-2310.0,90460.0,205872.0,23420.0,113436.0,68776.0,21240.0,92436.0,4572.0,300904.0,102576.0,91388.0,11188.0,385188.0,389560.0,83944.0,69620.0,14324.0,68500.0,4136.0,23712.0,24080.0,47792.0,16572.0,15216.0,-13188.0,-13364.0,-364.0,-13000.0,568.0,84284.0,-1072.0
1982-10-01,232030.0,416226.0,30315.0,202905.0,161629.0,27241.0,210807.0,7757.0,646843.0,141889.0,118630.0,23649.0,799762.0,831597.0,101766.0,76134.0,29183.0,124233.0,6708.0,18827.0,58823.0,63984.0,52698.0,27096.0,-21037.0,-20725.0,-418.0,-20496.0,923.0,152156.0,-4318.0,93072.0,209644.0,24092.0,114428.0,68804.0,21532.0,95216.0,4664.0,307380.0,94080.0,83000.0,11080.0,393696.0,393644.0,78660.0,64100.0,14560.0,70072.0,4188.0,23316.0,24188.0,47504.0,18380.0,15676.0,-13428.0,-13228.0,-388.0,-12840.0,568.0,86316.0,-2044.0
1983-01-01,228008.0,422142.0,31601.0,206240.0,162411.0,27905.0,213242.0,7749.0,649730.0,145884.0,122960.0,22842.0,801715.0,845508.0,107460.0,81707.0,28607.0,123973.0,6668.0,18344.0,57337.0,62354.0,55801.0,26569.0,-8837.0,-9060.0,-2445.0,-6538.0,984.0,151428.0,-4244.0,91564.0,215060.0,25304.0,117108.0,69528.0,22276.0,97952.0,4704.0,311328.0,96852.0,86088.0,10764.0,397196.0,403236.0,83128.0,68772.0,14356.0,69912.0,4064.0,22924.0,23268.0,46192.0,19656.0,15348.0,-5660.0,-5728.0,-1488.0,-4240.0,608.0,85868.0,-2024.0
1983-04-01,232247.0,427407.0,33484.0,209231.0,163001.0,27834.0,215384.0,7615.0,658714.0,155794.0,130576.0,25483.0,813934.0,862126.0,112418.0,85036.0,30658.0,127137.0,6746.0,18345.0,56222.0,61746.0,61977.0,26454.0,-11736.0,-11620.0,-1029.0,-10617.0,1039.0,154515.0,-2753.0,95044.0,220216.0,26928.0,120224.0,70792.0,22504.0,99992.0,4700.0,319960.0,103728.0,91584.0,12144.0,408196.0,415804.0,86692.0,71116.0,15576.0,72156.0,4192.0,22928.0,22864.0,45792.0,22172.0,15440.0,-8100.0,-8028.0,-640.0,-7388.0,640.0,88236.0,-1328.0
1983-07-01,234691.0,432555.0,34945.0,212523.0,163627.0,28392.0,217024.0,7600.0,666215.0,157920.0,132361.0,25826.0,823008.0,871768.0,121697.0,92842.0,31897.0,128422.0,6984.0,18917.0,55676.0,62411.0,62226.0,26762.0,-3193.0,-3111.0,-1100.0,-1986.0,1035.0,156102.0,-1122.0,97044.0,227116.0,28376.0,124340.0,72864.0,23100.0,102776.0,4796.0,328956.0,106040.0,93476.0,12564.0,418740.0,428960.0,94436.0,78064.0,16372.0,73380.0,4356.0,23772.0,22756.0,46528.0,22496.0,15764.0,-832.0,-660.0,-212.0,-448.0,640.0,89784.0,-552.0
1983-10-01,234951.0,437255.0,36034.0,215499.0,164993.0,28699.0,218560.0,7608.0,671440.0,169395.0,143273.0,25829.0,829353.0,882754.0,131813.0,101988.0,32222.0,129491.0,7394.0,19536.0,56969.0,64163.0,59592.0,26824.0,178.0,8.0,-243.0,263.0,1038.0,157229.0,-638.0,98352.0,232220.0,29548.0,127436.0,74436.0,23452.0,104784.0,4948.0,335520.0,113432.0,100844.0,12588.0,425932.0,437264.0,102860.0,86040.0,16820.0,73824.0,4592.0,24444.0,23316.0,47760.0,21472.0,15948.0,1076.0,1040.0,40.0,1000.0,640.0,90412.0,-316.0
1984-01-01,235525.0,441559.0,37899.0,217652.0,163622.0,29157.0,220671.0,7129.0,675861.0,177715.0,150410.0,26953.0,834062.0,897940.0,136862.0,106322.0,32766.0,129320.0,7695.0,19552.0,56046.0,63681.0,59792.0,27354.0,5958.0,6061.0,-651.0,6816.0,1026.0,157594.0,-898.0,99508.0,237300.0,31132.0,130352.0,75280.0,23940.0,106948.0,4844.0,341652.0,120968.0,107640.0,13328.0,433568.0,447840.0,109204.0,91712.0,17492.0,74864.0,4912.0,24528.0,23376.0,47904.0,22048.0,16412.0,2956.0,3048.0,-632.0,3680.0,640.0,91916.0,-448.0
1984-04-01,235617.0,446141.0,38369.0,221267.0,166065.0,29954.0,221290.0,7223.0,680933.0,183446.0,156236.0,26403.0,838791.0,915503.0,138527.0,108260.0,32130.0,128834.0,7918.0,19441.0,55415.0,63145.0,59738.0,27591.0,11403.0,11298.0,-965.0,12440.0,1077.0,157412.0,-263.0,100588.0,241292.0,31692.0,133024.0,76552.0,24780.0,108268.0,5048.0,346928.0,127636.0,114396.0,13240.0,439236.0,459552.0,112448.0,94852.0,17596.0,74856.0,5036.0,24340.0,23296.0,47636.0,22184.0,16788.0,5260.0,5220.0,-1140.0,6360.0,664.0,92308.0,-132.0
1984-07-01,238350.0,446624.0,38881.0,220926.0,164862.0,29867.0,222242.0,7262.0,683788.0,193873.0,166062.0,26529.0,843089.0,919353.0,143096.0,113084.0,31188.0,129541.0,8062.0,19189.0,55838.0,62963.0,60970.0,28200.0,6470.0,6378.0,-3371.0,10022.0,1103.0,158770.0,-2158.0,102512.0,244116.0,32232.0,133936.0,76880.0,24824.0,110180.0,5160.0,351788.0,135060.0,121640.0,13420.0,445388.0,465180.0,118108.0,100696.0,17412.0,75696.0,5212.0,24168.0,23680.0,47848.0,22636.0,17224.0,3932.0,3776.0,-2344.0,6120.0,680.0,93600.0,-1092.0
1984-10-01,241401.0,454380.0,40233.0,224519.0,166571.0,30182.0,226400.0,7411.0,694784.0,191085.0,163415.0,26522.0,854050.0,933920.0,137191.0,108120.0,30374.0,129271.0,7936.0,19757.0,53623.0,62656.0,61393.0,28665.0,3723.0,3832.0,-1259.0,5170.0,1116.0,159000.0,-1509.0,104592.0,250072.0,33568.0,137496.0,78632.0,25296.0,112576.0,5252.0,359916.0,132588.0,119172.0,13416.0,454632.0,475372.0,113728.0,96584.0,17144.0,76176.0,5248.0,24680.0,23124.0,47804.0,23124.0,17860.0,2648.0,2628.0,-1344.0,3972.0,680.0,94716.0,-768.0
1985-01-01,245043.0,459695.0,41268.0,227589.0,168379.0,30377.0,228502.0,7953.0,704209.0,192487.0,164179.0,27340.0,867432.0,948110.0,142982.0,111855.0,32948.0,132308.0,8260.0,20469.0,55291.0,64764.0,61300.0,29438.0,7723.0,7808.0,452.0,7374.0,1070.0,162766.0,1514.0,107964.0,256064.0,34744.0,140916.0,80520.0,25652.0,115148.0,5540.0,369568.0,134396.0,120304.0,14092.0,466984.0,486096.0,118840.0,99780.0,19060.0,78500.0,5444.0,25928.0,23960.0,49888.0,23168.0,18260.0,2780.0,2868.0,192.0,2676.0,656.0,97416.0,776.0
1985-04-01,247146.0,463876.0,43521.0,230212.0,167059.0,30813.0,229904.0,8039.0,710527.0,194155.0,165443.0,27800.0,882098.0,951132.0,150120.0,118792.0,32523.0,138631.0,8682.0,21315.0,59628.0,68596.0,62685.0,30790.0,5702.0,5654.0,1309.0,4351.0,1068.0,170434.0,945.0,109656.0,261648.0,36628.0,143580.0,80804.0,26148.0,118068.0,5560.0,376864.0,137744.0,123120.0,14624.0,479288.0,495352.0,125620.0,106456.0,19164.0,82592.0,5792.0,26940.0,25996.0,52936.0,23864.0,19160.0,3448.0,3476.0,644.0,2832.0,672.0,102424.0,492.0
1985-07-01,245224.0,473078.0,45005.0,235412.0,170034.0,31467.0,233695.0,7843.0,718450.0,195111.0,165959.0,28356.0,895780.0,963199.0,153817.0,122092.0,32756.0,143161.0,8858.0,22041.0,59217.0,69553.0,67521.0,31608.0,10021.0,9993.0,1809.0,8207.0,1109.0,175814.0,-2019.0,109776.0,269032.0,38176.0,148064.0,83028.0,26860.0,120968.0,5436.0,384244.0,137956.0,122920.0,15036.0,490560.0,503872.0,129680.0,110204.0,19476.0,85988.0,6032.0,28008.0,25980.0,53988.0,25968.0,19636.0,6092.0,6084.0,864.0,5220.0,692.0,106316.0,-1056.0
1985-10-01,251311.0,477946.0,46528.0,238482.0,170358.0,32035.0,235311.0,7977.0,728899.0,197821.0,168169.0,28883.0,907754.0,977982.0,154662.0,122919.0,32701.0,145050.0,8795.0,22284.0,57450.0,68952.0,71779.0,31343.0,7419.0,7504.0,335.0,7145.0,1109.0,177416.0,1109.0,113716.0,273612.0,39580.0,151420.0,84236.0,27604.0,122192.0,5572.0,392900.0,140872.0,125276.0,15596.0,500896.0,514788.0,131788.0,111928.0,19860.0,87508.0,5980.0,28340.0,25264.0,53604.0,27924.0,19776.0,4224.0,4324.0,36.0,4288.0,712.0,107996.0,584.0
1986-01-01,251448.0,477242.0,46671.0,236366.0,167749.0,31834.0,237111.0,8117.0,728446.0,199020.0,169478.0,28666.0,909257.0,977688.0,157796.0,125414.0,33356.0,147185.0,9190.0,22267.0,60530.0,70657.0,71005.0,31013.0,10899.0,10833.0,1560.0,9302.0,1103.0,179185.0,-1787.0,114500.0,278316.0,40176.0,152156.0,84396.0,27584.0,126160.0,5736.0,398552.0,140096.0,124256.0,15840.0,508292.0,518612.0,136580.0,115596.0,20984.0,89436.0,6180.0,28676.0,26504.0,55180.0,28076.0,19600.0,7752.0,7768.0,672.0,7096.0,704.0,109740.0,-948.0
1986-04-01,249805.0,482968.0,45990.0,238466.0,170123.0,32710.0,240845.0,7965.0,732977.0,200877.0,169852.0,30530.0,913170.0,983246.0,156738.0,123809.0,34249.0,147190.0,8962.0,23418.0,55245.0,69589.0,73480.0,30570.0,8791.0,8779.0,1579.0,7255.0,1078.0,178710.0,-2470.0,114848.0,282992.0,40768.0,153880.0,84620.0,28492.0,129112.0,5756.0,403596.0,139580.0,122804.0,16776.0,514056.0,523844.0,133976.0,112592.0,21384.0,90500.0,6028.0,30232.0,24356.0,54588.0,29884.0,19252.0,5500.0,5500.0,872.0,4628.0,708.0,110460.0,-1316.0
1986-07-01,252281.0,489669.0,47940.0,243388.0,172266.0,33148.0,242247.0,8090.0,742339.0,207643.0,174733.0,32659.0,921044.0,984487.0,163347.0,129724.0,34682.0,146651.0,8766.0,23799.0,52157.0,68467.0,75125.0,29968.0,1905.0,1993.0,2280.0,-61.0,1055.0,177538.0,460.0,117448.0,290144.0,42900.0,158504.0,86464.0,29140.0,131640.0,5996.0,413588.0,144308.0,126248.0,18060.0,524248.0,530220.0,139468.0,117716.0,21752.0,91108.0,5880.0,30508.0,23264.0,53772.0,31456.0,18852.0,884.0,1000.0,1400.0,-400.0,700.0,110660.0,248.0
1986-10-01,251338.0,489913.0,46551.0,240749.0,171170.0,33234.0,245681.0,7883.0,741533.0,207109.0,176340.0,29897.0,920898.0,977378.0,163232.0,129245.0,35217.0,147486.0,9021.0,23737.0,51609.0,68056.0,76718.0,29730.0,-1288.0,-1406.0,155.0,-1523.0,1048.0,178125.0,-2417.0,118596.0,293620.0,42156.0,158780.0,87124.0,29500.0,134840.0,6032.0,418248.0,144516.0,127784.0,16732.0,530528.0,533844.0,139304.0,117104.0,22200.0,92856.0,6120.0,30488.0,23356.0,53844.0,32892.0,18724.0,-576.0,-616.0,-92.0,-524.0,700.0,112280.0,-1320.0
1987-01-01,253441.0,494896.0,47906.0,240597.0,168882.0,33059.0,251303.0,7616.0,748217.0,209048.0,177942.0,30241.0,932403.0,999928.0,161584.0,127880.0,34949.0,151441.0,8992.0,24123.0,51804.0,68792.0,81172.0,30354.0,1410.0,1462.0,1109.0,471.0,1011.0,182659.0,-347.0,120944.0,299812.0,43348.0,160268.0,87180.0,29740.0,139544.0,6068.0,426824.0,145464.0,128420.0,17044.0,543264.0,552484.0,136120.0,114296.0,21824.0,96540.0,6076.0,30768.0,23724.0,54492.0,35972.0,19208.0,68.0,96.0,16.0,80.0,692.0,116440.0,-192.0
1987-04-01,255383.0,502956.0,50008.0,246142.0,171686.0,33451.0,253442.0,7665.0,758466.0,206170.0,174850.0,30649.0,951495.0,1012843.0,163928.0,129182.0,36246.0,159464.0,9323.0,25217.0,56425.0,73228.0,84295.0,30575.0,-691.0,-683.0,-969.0,182.0,1046.0,190938.0,2235.0,123648.0,307308.0,45068.0,165592.0,90172.0,30352.0,141716.0,6272.0,437228.0,145908.0,128420.0,17488.0,560200.0,567420.0,138248.0,115480.0,22768.0,102672.0,6468.0,32012.0,26000.0,58012.0,38192.0,19576.0,-1692.0,-1652.0,-908.0,-744.0,724.0,122972.0,1252.0
1987-07-01,253618.0,507406.0,50234.0,247480.0,172707.0,33628.0,256696.0,7523.0,761500.0,209422.0,177273.0,31564.0,965262.0,1028259.0,168328.0,132866.0,36909.0,168913.0,9770.0,27603.0,58830.0,78441.0,87935.0,30989.0,1713.0,1746.0,-937.0,2553.0,1065.0,200818.0,2942.0,123368.0,312276.0,45644.0,168036.0,91572.0,30820.0,144240.0,6252.0,441896.0,150292.0,132008.0,18284.0,571628.0,581680.0,142864.0,119700.0,23164.0,109176.0,6796.0,34596.0,27392.0,61988.0,40392.0,19804.0,960.0,1044.0,-588.0,1632.0,752.0,129732.0,1664.0
1987-10-01,256790.0,512895.0,51395.0,249635.0,172505.0,34187.0,260104.0,8014.0,770681.0,216022.0,183634.0,31561.0,977751.0,1041543.0,181898.0,145066.0,37752.0,172048.0,9889.0,28897.0,60507.0,81477.0,86939.0,31037.0,12280.0,12180.0,-1025.0,12842.0,1080.0,204020.0,2517.0,126096.0,318784.0,47444.0,171276.0,92172.0,31660.0,147508.0,6652.0,451532.0,155724.0,137448.0,18276.0,584588.0,595760.0,153956.0,130252.0,23704.0,112344.0,7048.0,36320.0,28736.0,65056.0,40240.0,19948.0,7964.0,7912.0,-468.0,8380.0,764.0,133056.0,1440.0
1988-01-01,259827.0,516028.0,52476.0,251705.0,174396.0,33556.0,261036.0,8286.0,776933.0,227727.0,192032.0,35258.0,988222.0,1056728.0,188925.0,150369.0,39644.0,175202.0,10179.0,31053.0,59616.0,84319.0,86062.0,31895.0,12674.0,12686.0,-1984.0,14056.0,1058.0,208001.0,2062.0,129104.0,323548.0,48736.0,173692.0,93444.0,31512.0,149856.0,6788.0,459440.0,161392.0,140928.0,20464.0,596708.0,610948.0,157320.0,133164.0,24156.0,115628.0,7220.0,38792.0,28888.0,67680.0,40728.0,20880.0,8976.0,8940.0,-496.0,9436.0,760.0,137268.0,1192.0
1988-04-01,262243.0,523449.0,52984.0,252938.0,174715.0,33778.0,267659.0,8276.0,786820.0,231498.0,198000.0,32349.0,1000265.0,1066087.0,188949.0,149207.0,41372.0,176724.0,10627.0,30323.0,61742.0,84472.0,87251.0,32544.0,6136.0,6142.0,-3437.0,8957.0,1053.0,210160.0,1730.0,131268.0,331616.0,49592.0,176372.0,94576.0,32204.0,155244.0,6752.0,469636.0,163008.0,144060.0,18948.0,609160.0,621168.0,156108.0,131212.0,24896.0,117500.0,7524.0,37768.0,30128.0,67896.0,42080.0,21264.0,4100.0,4072.0,-1032.0,5104.0,760.0,139524.0,1008.0
1988-07-01,263429.0,526742.0,53224.0,255248.0,176590.0,34167.0,268481.0,8286.0,791323.0,226082.0,192388.0,32822.0,1012299.0,1066184.0,193585.0,152778.0,42519.0,183219.0,11004.0,33026.0,64047.0,90043.0,86411.0,33044.0,6543.0,6521.0,-2872.0,9021.0,1063.0,217167.0,1250.0,133752.0,337720.0,50404.0,179792.0,96528.0,32860.0,157928.0,6788.0,478260.0,162240.0,142948.0,19292.0,623004.0,631392.0,159624.0,134084.0,25540.0,122212.0,7912.0,40248.0,31640.0,71888.0,42412.0,21748.0,5032.0,4972.0,-1016.0,5988.0,784.0,144744.0,740.0
1988-10-01,263507.0,533377.0,53842.0,257800.0,178180.0,34524.0,272654.0,8581.0,798824.0,231910.0,197334.0,33687.0,1016471.0,1073620.0,195676.0,153885.0,43773.0,180452.0,11049.0,30423.0,65266.0,86782.0,87929.0,32872.0,4714.0,4622.0,-828.0,5330.0,1079.0,214244.0,1960.0,135512.0,345500.0,51676.0,182976.0,97652.0,33648.0,162524.0,7124.0,488136.0,166656.0,146648.0,20008.0,634032.0,644068.0,161688.0,135356.0,26332.0,123172.0,7876.0,38724.0,32756.0,71480.0,43816.0,21912.0,3892.0,3700.0,236.0,3464.0,812.0,145896.0,1176.0
1989-01-01,264498.0,537195.0,52913.0,256433.0,178915.0,34032.0,278444.0,8690.0,803854.0,235998.0,200167.0,35087.0,1031301.0,1085867.0,200826.0,157281.0,45885.0,188572.0,10962.0,32611.0,66737.0,91046.0,92121.0,33838.0,1452.0,1475.0,891.0,648.0,1067.0,223315.0,4673.0,137460.0,350084.0,51412.0,183700.0,98672.0,33616.0,166384.0,7384.0,494928.0,172084.0,150952.0,21132.0,648096.0,656160.0,166248.0,138792.0,27456.0,129712.0,7776.0,40856.0,33932.0,74788.0,47148.0,22640.0,-596.0,-756.0,716.0,-1472.0,816.0,153168.0,2824.0
1989-04-01,268144.0,544116.0,55071.0,260111.0,178800.0,34653.0,281582.0,8919.0,814573.0,226863.0,191968.0,34292.0,1039853.0,1090017.0,202180.0,158471.0,46004.0,186565.0,10790.0,33890.0,64614.0,91675.0,88653.0,34055.0,11665.0,11779.0,2644.0,9251.0,1053.0,221498.0,957.0,143328.0,360504.0,54120.0,189680.0,101168.0,34392.0,170824.0,7672.0,511504.0,166784.0,145916.0,20868.0,663876.0,669792.0,168876.0,141032.0,27844.0,128696.0,7704.0,42384.0,33124.0,75508.0,45484.0,22860.0,7420.0,7420.0,1424.0,5996.0,816.0,152372.0,588.0
1989-07-01,271279.0,542312.0,52476.0,256583.0,178955.0,34535.0,283857.0,9126.0,815611.0,228148.0,193043.0,34502.0,1039823.0,1093917.0,200882.0,156973.0,46409.0,184763.0,10664.0,32278.0,65777.0,89947.0,89180.0,34925.0,14034.0,13981.0,2154.0,11871.0,1033.0,220521.0,-1128.0,145640.0,363644.0,51984.0,189584.0,102968.0,34632.0,174060.0,7876.0,517160.0,165624.0,144500.0,21124.0,670168.0,679132.0,165896.0,137792.0,28104.0,128412.0,7588.0,40812.0,33908.0,74720.0,46104.0,23784.0,9936.0,9860.0,608.0,9252.0,812.0,153008.0,-700.0
1989-10-01,270901.0,545852.0,52837.0,257453.0,179882.0,34287.0,286677.0,9181.0,819105.0,234084.0,198573.0,34783.0,1051216.0,1091582.0,207817.0,161891.0,48740.0,190678.0,10985.0,33582.0,67252.0,92844.0,92035.0,36375.0,1399.0,1580.0,614.0,1010.0,1088.0,227932.0,1551.0,147604.0,368656.0,52468.0,191172.0,104220.0,34484.0,177484.0,7844.0,524104.0,168332.0,146972.0,21360.0,682372.0,681232.0,171104.0,141604.0,29500.0,132592.0,7876.0,42004.0,34792.0,76796.0,47920.0,24824.0,664.0,848.0,-508.0,1356.0,852.0,158268.0,968.0
1990-01-01,276173.0,554046.0,54274.0,259465.0,178889.0,34936.0,293203.0,9666.0,832886.0,237663.0,202297.0,34488.0,1061199.0,1101873.0,209149.0,162071.0,50290.0,186966.0,11342.0,32619.0,66687.0,91034.0,89459.0,36721.0,-28.0,-218.0,734.0,-867.0,1103.0,224572.0,739.0,152412.0,377640.0,53892.0,194456.0,105276.0,35288.0,183184.0,8104.0,538156.0,171120.0,149768.0,21352.0,696088.0,691928.0,174796.0,143860.0,30936.0,131660.0,8232.0,41384.0,35088.0,76472.0,46956.0,25392.0,-948.0,-1036.0,-396.0,-640.0,880.0,157932.0,464.0
1990-04-01,272898.0,547349.0,52031.0,255854.0,179194.0,34272.0,290227.0,10058.0,823523.0,246283.0,209061.0,36417.0,1046144.0,1097310.0,209701.0,162237.0,50797.0,181609.0,11591.0,31654.0,67014.0,89785.0,83905.0,36613.0,1038.0,1006.0,1030.0,82.0,1110.0,219115.0,1357.0,154264.0,376564.0,51532.0,193200.0,106876.0,34792.0,183364.0,8316.0,539144.0,175284.0,152616.0,22668.0,692952.0,695624.0,173640.0,142168.0,31472.0,127368.0,8256.0,40204.0,35564.0,75768.0,43344.0,25556.0,168.0,32.0,-48.0,80.0,884.0,153808.0,860.0
1990-07-01,278930.0,547376.0,51363.0,254926.0,179603.0,33991.0,291362.0,10309.0,829071.0,244849.0,208379.0,35575.0,1045314.0,1089546.0,205669.0,157695.0,51836.0,174954.0,12281.0,30179.0,66238.0,87076.0,78314.0,37291.0,-7879.0,-7832.0,3754.0,-10985.0,1089.0,213115.0,637.0,159228.0,381124.0,51096.0,194216.0,108264.0,34856.0,186908.0,8424.0,548776.0,176784.0,154508.0,22276.0,697792.0,697684.0,171656.0,139392.0,32264.0,122244.0,8868.0,38352.0,35160.0,73512.0,39864.0,25908.0,-5644.0,-5712.0,1756.0,-7468.0,864.0,149016.0,408.0
1990-10-01,282035.0,545467.0,50631.0,251793.0,177580.0,33562.0,293020.0,10418.0,829875.0,238350.0,202236.0,35353.0,1038175.0,1079836.0,202931.0,155485.0,51302.0,167445.0,12197.0,29490.0,64023.0,84645.0,72130.0,37219.0,-6736.0,-6716.0,2552.0,-8785.0,1038.0,205484.0,843.0,163336.0,384916.0,50304.0,195012.0,109800.0,34908.0,189904.0,8428.0,556680.0,174380.0,151884.0,22496.0,699748.0,696768.0,173188.0,140720.0,32468.0,116432.0,9096.0,36980.0,34168.0,71148.0,36188.0,25804.0,-4716.0,-4756.0,1128.0,-5884.0,832.0,143068.0,544.0
1991-01-01,280573.0,534089.0,48131.0,245060.0,176720.0,31456.0,288670.0,10669.0,816927.0,233450.0,197721.0,35034.0,1026968.0,1064426.0,203261.0,156643.0,50112.0,168423.0,12763.0,31477.0,64796.0,88087.0,67098.0,37895.0,-3449.0,-3401.0,2047.0,-5083.0,1076.0,207171.0,-417.0,164576.0,384944.0,47744.0,193100.0,111084.0,34272.0,191844.0,8572.0,558092.0,166236.0,143472.0,22764.0,699848.0,694008.0,169464.0,137760.0,31704.0,115660.0,9108.0,37584.0,33804.0,71388.0,35164.0,25276.0,-2340.0,-2312.0,800.0,-3112.0,820.0,141756.0,-272.0
1991-04-01,285842.0,543037.0,51971.0,250904.0,176880.0,32118.0,291444.0,10881.0,831142.0,243734.0,207986.0,34862.0,1038838.0,1069389.0,207269.0,158646.0,52602.0,165299.0,11875.0,30058.0,64154.0,85575.0,68101.0,38698.0,-15639.0,-15715.0,1053.0,-16312.0,1080.0,204822.0,-726.0,168600.0,394100.0,51244.0,199256.0,112744.0,35268.0,194844.0,8696.0,571396.0,169500.0,146936.0,22564.0,713580.0,701572.0,170380.0,137344.0,33036.0,115160.0,8768.0,36532.0,33560.0,70092.0,36300.0,26192.0,-10652.0,-10732.0,440.0,-11172.0,832.0,142184.0,-476.0
1991-07-01,283773.0,542556.0,51330.0,249439.0,176740.0,31715.0,292659.0,11105.0,829116.0,253034.0,216529.0,35535.0,1037450.0,1070821.0,216805.0,167235.0,53248.0,166016.0,11636.0,30430.0,62914.0,85337.0,69735.0,38512.0,-9942.0,-9900.0,545.0,-10135.0,1170.0,205461.0,-1987.0,169060.0,396708.0,50668.0,199216.0,113444.0,35104.0,197492.0,8820.0,574588.0,174472.0,151356.0,23116.0,716572.0,704796.0,178248.0,144656.0,33592.0,115208.0,8592.0,36820.0,32684.0,69504.0,37112.0,25880.0,-6692.0,-6712.0,-16.0,-6696.0,896.0,141984.0,-1308.0
1991-10-01,285992.0,545614.0,49261.0,247976.0,177602.0,32014.0,297688.0,11274.0,834445.0,252616.0,214535.0,37232.0,1045673.0,1072797.0,220900.0,168662.0,56616.0,168051.0,11641.0,30836.0,62757.0,85836.0,71615.0,39272.0,-10772.0,-10650.0,393.0,-10700.0,1257.0,208340.0,-2071.0,171936.0,397192.0,48628.0,196244.0,112316.0,35300.0,200948.0,8888.0,578016.0,173412.0,149272.0,24140.0,720912.0,706716.0,180036.0,144316.0,35720.0,115680.0,8460.0,36620.0,32628.0,69248.0,37972.0,26268.0,-6208.0,-6056.0,60.0,-6116.0,948.0,142896.0,-1364.0
1992-01-01,286448.0,545600.0,49893.0,248571.0,177903.0,31701.0,296979.0,11450.0,835026.0,254736.0,217872.0,35883.0,1044816.0,1073579.0,220508.0,169821.0,54555.0,167304.0,11543.0,31589.0,58013.0,83898.0,73727.0,38605.0,-11027.0,-11248.0,-1645.0,-9655.0,1215.0,206893.0,-2873.0,173332.0,399628.0,49528.0,196932.0,112600.0,34804.0,202696.0,9020.0,581980.0,177888.0,154568.0,23320.0,724892.0,710008.0,183220.0,147628.0,35592.0,115836.0,8316.0,37924.0,30200.0,68124.0,39396.0,26172.0,-7652.0,-7812.0,-1056.0,-6756.0,904.0,142912.0,-1900.0
1992-04-01,284842.0,547725.0,49849.0,249159.0,178599.0,31764.0,298576.0,11633.0,836066.0,261973.0,223210.0,37838.0,1037342.0,1074890.0,222848.0,171551.0,55229.0,159046.0,11608.0,29200.0,53214.0,77290.0,72995.0,38364.0,-8217.0,-7976.0,-273.0,-7562.0,1188.0,198347.0,-1384.0,174136.0,402796.0,49636.0,198308.0,113656.0,35016.0,204488.0,9140.0,586072.0,185064.0,160464.0,24600.0,724228.0,714744.0,188264.0,151720.0,36544.0,111096.0,8476.0,35868.0,27648.0,63516.0,39104.0,26160.0,-5364.0,-5180.0,-112.0,-5068.0,900.0,138156.0,-920.0
1992-07-01,284780.0,550621.0,50595.0,250327.0,178107.0,32221.0,300328.0,11715.0,839140.0,265963.0,227085.0,37887.0,1044393.0,1080662.0,226548.0,176359.0,53518.0,163320.0,12065.0,30134.0,53707.0,78999.0,75322.0,38075.0,-8921.0,-8997.0,-2278.0,-6925.0,1176.0,202337.0,-1611.0,175828.0,407892.0,50352.0,200304.0,114316.0,35636.0,207588.0,9208.0,592928.0,189716.0,164940.0,24776.0,733156.0,721660.0,193568.0,157964.0,35604.0,113472.0,8836.0,36708.0,27688.0,64396.0,40240.0,25860.0,-6568.0,-6492.0,-1248.0,-5244.0,896.0,140228.0,-1076.0
1992-10-01,289354.0,552618.0,50870.0,252723.0,179926.0,32650.0,299703.0,11786.0,845308.0,273228.0,232532.0,39771.0,1042294.0,1086810.0,221829.0,173285.0,51598.0,155975.0,12417.0,27701.0,49758.0,72864.0,74674.0,37021.0,-13846.0,-13904.0,-131.0,-13565.0,1183.0,193948.0,-2110.0,179180.0,411256.0,50588.0,202196.0,115592.0,36016.0,209060.0,9280.0,599716.0,200228.0,174036.0,26192.0,735504.0,727332.0,197608.0,161656.0,35952.0,109488.0,9044.0,34552.0,25776.0,60328.0,40116.0,25392.0,-9380.0,-9388.0,-212.0,-9176.0,908.0,135788.0,-1412.0
